case_id,batch_id,part_id,scenario_type,severity_level,disturbance_flag,dev_offset,dev_tilt,dev_bend,dev_waviness,dev_noise,dev_twist,fixture_drift,z_adj,theta_adj,locator_offset,mean_gap,max_gap,parallelism_error,rms_deviation,quality_score,tolerance_pass
48,OFF_L_001,6,offset_dominant,low,normal,0.11190732072762997,-0.05374428876253644,0.03440747847689964,0.06448608640267724,0.02524597144594617,0.001145885787010017,-0.0060324756419009515,-2.029640184553021,0.9351754120209532,-0.20998551991888714,4.181748388531887,9.653789791756832,15.45598116637021,4.911868278531155,9.278642631850794,False
49,OFF_L_001,7,offset_dominant,low,normal,-0.5181346664580575,-0.004076880096398234,0.052536353526636714,0.05928968703222911,0.012591755872190826,-0.010885257446642534,0.0015317538164486312,-1.8412258355396627,-0.8984067531155135,0.9044994316913666,4.139040494586195,10.297636713070373,15.722094098280348,5.069788449376391,9.554610236718712,False
50,OFF_L_001,7,offset_dominant,low,normal,-0.5181346664580575,-0.004076880096398234,0.052536353526636714,0.05928968703222911,0.012591755872190826,-0.010885257446642534,0.0015317538164486312,-0.08984620206824712,1.0876932597724533,-0.67284624457978,4.858868475980698,10.1582061707904,18.945456435274515,5.5845502562233165,10.747214350236016,False
51,OFF_L_001,7,offset_dominant,low,normal,-0.5181346664580575,-0.004076880096398234,0.052536353526636714,0.05928968703222911,0.012591755872190826,-0.010885257446642534,0.0015317538164486312,0.2720827601996678,-0.7014785919563058,-0.4936307877467969,3.153195461425873,6.465706474605201,12.284375849323716,3.6211835679812037,6.933101692404557,False
52,OFF_L_001,7,offset_dominant,low,normal,-0.5181346664580575,-0.004076880096398234,0.052536353526636714,0.05928968703222911,0.012591755872190826,-0.010885257446642534,0.0015317538164486312,-2.349727106194106,-0.9145120542234928,0.8336968152583915,4.365318861904895,10.946730460217456,16.003254998671387,5.383125100851009,9.932903806323223,False
53,OFF_L_001,7,offset_dominant,low,normal,-0.5181346664580575,-0.004076880096398234,0.052536353526636714,0.05928968703222911,0.012591755872190826,-0.010885257446642534,0.0015317538164486312,-0.8923350425883414,0.2595101085950198,-0.06997173602145401,1.6195125478883259,3.732206281926386,4.48868378102711,1.9593552011729132,3.1480563033698377,False
54,OFF_L_001,7,offset_dominant,low,normal,-0.5181346664580575,-0.004076880096398234,0.052536353526636714,0.05928968703222911,0.012591755872190826,-0.010885257446642534,0.0015317538164486312,-0.49774377377360857,0.07652661923056359,-0.625522110769317,1.2358584338199061,1.7408621047850734,1.2949892364933167,1.3109037539622441,1.4126033079257132,False
55,OFF_L_001,7,offset_dominant,low,normal,-0.5181346664580575,-0.004076880096398234,0.052536353526636714,0.05928968703222911,0.012591755872190826,-0.010885257446642534,0.0015317538164486312,2.443019492597883,0.763938884889271,0.4832292654630306,3.7240838339447975,8.494277089266616,13.293385961219279,4.372827753429771,8.090806840672185,False
56,OFF_L_001,7,offset_dominant,low,normal,-0.5181346664580575,-0.004076880096398234,0.052536353526636714,0.05928968703222911,0.012591755872190826,-0.010885257446642534,0.0015317538164486312,-0.15620351493023765,-0.8330949068967937,0.8413317165471357,3.692131899125355,8.042541531059998,14.581926916562127,4.294814404847132,8.324461544508956,False
57,OFF_L_001,8,offset_dominant,low,normal,-0.5184817000550234,0.05721074767257933,-0.013952339342916167,0.043133421325331114,0.020208757409787743,-0.04479221046719323,0.044403164857006024,1.4875541784037627,0.8140172789623785,-0.7233418597679016,3.8340623281362247,8.593052184921941,15.193449919662854,4.503425713790021,8.736511901195309,False
58,OFF_L_001,8,offset_dominant,low,normal,-0.5184817000550234,0.05721074767257933,-0.013952339342916167,0.043133421325331114,0.020208757409787743,-0.04479221046719323,0.044403164857006024,1.3716795059152558,-0.9223099984573693,-0.21987481968694156,3.8500804658957417,8.437300314374633,15.11352448906888,4.487712257446306,8.669042806546406,False
59,OFF_L_001,8,offset_dominant,low,normal,-0.5184817000550234,0.05721074767257933,-0.013952339342916167,0.043133421325331114,0.020208757409787743,-0.04479221046719323,0.044403164857006024,2.4930475750595793,-0.7377820242458164,-0.6920728348447471,3.179640286267928,7.947938418549662,11.892224971101358,3.920133362089818,7.297954438984665,False
60,OFF_L_001,8,offset_dominant,low,normal,-0.5184817000550234,0.05721074767257933,-0.013952339342916167,0.043133421325331114,0.020208757409787743,-0.04479221046719323,0.044403164857006024,-0.3859983372660327,0.2872044623276675,0.8658015648265065,1.5086096824832353,3.8759142322638955,5.997917736610591,1.8740143168195222,3.6021339270892687,False
61,OFF_L_001,8,offset_dominant,low,normal,-0.5184817000550234,0.05721074767257933,-0.013952339342916167,0.043133421325331114,0.020208757409787743,-0.04479221046719323,0.044403164857006024,2.404105727665171,-1.0328624721806527,-0.7240049653041893,4.396752191229188,10.434674445853748,17.043591568269456,5.264116520099987,10.088917113615716,False
62,OFF_L_001,8,offset_dominant,low,normal,-0.5184817000550234,0.05721074767257933,-0.013952339342916167,0.043133421325331114,0.020208757409787743,-0.04479221046719323,0.044403164857006024,1.4536898694799696,-0.5504828345499349,0.7696981190127212,2.461540314663669,5.274127177541783,8.622821317132587,2.8033434209452723,5.187880984895939,False
63,OFF_L_001,8,offset_dominant,low,normal,-0.5184817000550234,0.05721074767257933,-0.013952339342916167,0.043133421325331114,0.020208757409787743,-0.04479221046719323,0.044403164857006024,0.8172662861454336,-0.9315724742863747,0.6650585698480143,3.922370158294768,7.96388891637091,15.275227508912028,4.495826934014676,8.598028668474779,False
64,OFF_L_001,8,offset_dominant,low,normal,-0.5184817000550234,0.05721074767257933,-0.013952339342916167,0.043133421325331114,0.020208757409787743,-0.04479221046719323,0.044403164857006024,-1.6182180999596207,-0.18361105276883083,0.10436985711865998,2.0687229090234185,3.219012523830073,2.2194161258371694,2.1694177544280273,2.4690872430500006,False
65,OFF_L_001,9,offset_dominant,low,normal,0.4101179381436931,0.06434965055923954,-0.040876562783470426,0.03113159979403623,0.026989594366035378,-0.00677007676660897,-0.04037227608987636,1.8014094310947044,-0.4310467113664612,-0.2784826269634928,2.2909326332128845,5.348381710527986,6.367322493249048,2.8313485676666743,4.485125907863643,False
66,OFF_L_001,9,offset_dominant,low,normal,0.4101179381436931,0.06434965055923954,-0.040876562783470426,0.03113159979403623,0.026989594366035378,-0.00677007676660897,-0.04037227608987636,-2.2236479524938617,-0.34231290359507005,-0.4703856453568407,2.0230284940684116,4.269646785640952,4.818554539893843,2.404430373182545,3.573811983199217,False
67,OFF_L_001,9,offset_dominant,low,normal,0.4101179381436931,0.06434965055923954,-0.040876562783470426,0.03113159979403623,0.026989594366035378,-0.00677007676660897,-0.04037227608987636,0.5524253367089429,-0.707063285586224,0.7767309061256811,3.0553666973109164,6.508518131700444,11.185205054237901,3.485173281053176,6.573244293080095,False
68,OFF_L_001,9,offset_dominant,low,normal,0.4101179381436931,0.06434965055923954,-0.040876562783470426,0.03113159979403623,0.026989594366035378,-0.00677007676660897,-0.04037227608987636,2.148333104597776,-0.9604054627757035,-0.7851940874228456,4.175291878281982,10.315459958844029,15.607803779524291,5.119740600191626,9.541540745014252,False
69,OFF_L_001,9,offset_dominant,low,normal,0.4101179381436931,0.06434965055923954,-0.040876562783470426,0.03113159979403623,0.026989594366035378,-0.00677007676660897,-0.04037227608987636,-1.9233678094450601,0.28696621514474874,-0.7560620715807542,2.141130844399645,4.642413378044066,6.164550962701012,2.5100257448386922,4.1354311300272855,False
70,OFF_L_001,9,offset_dominant,low,normal,0.4101179381436931,0.06434965055923954,-0.040876562783470426,0.03113159979403623,0.026989594366035378,-0.00677007676660897,-0.04037227608987636,1.7619115896513318,0.6102516358509418,0.6396177164760481,3.5483388868104466,8.029032001889924,11.807306867913496,4.1877006379643475,7.434173390780595,False
71,OFF_L_001,9,offset_dominant,low,normal,0.4101179381436931,0.06434965055923954,-0.040876562783470426,0.03113159979403623,0.026989594366035378,-0.00677007676660897,-0.04037227608987636,0.13030263443010437,1.1920253076459681,-0.9116497941116775,5.5538185205564075,11.475392315370293,21.9637723916043,6.419695616914458,12.339864529950745,False
72,OFF_L_001,9,offset_dominant,low,normal,0.4101179381436931,0.06434965055923954,-0.040876562783470426,0.03113159979403623,0.026989594366035378,-0.00677007676660897,-0.04037227608987636,-0.49367517906943315,-0.4225519945496732,0.8972909974252821,1.65423600130897,3.2396911774812236,6.219053488441551,1.8493320253334555,3.518827402702869,False
73,OFF_L_001,10,offset_dominant,low,normal,-0.21468174980913893,-0.013834121685075956,0.019069358131110742,0.008643551211975619,0.017975511843773676,-0.01610229362293306,-0.027611250979938252,-0.35486939321293676,-0.16541674166894804,-0.9282022279852822,1.1600407824670773,2.1326319008823784,3.151194616833612,1.3016002871497514,2.0633202187698956,False
74,OFF_L_001,10,offset_dominant,low,normal,-0.21468174980913893,-0.013834121685075956,0.019069358131110742,0.008643551211975619,0.017975511843773676,-0.01610229362293306,-0.027611250979938252,0.17300375644637667,1.1845031922884337,0.9174150519438682,5.195945705669046,10.235001265554494,20.412306626331215,5.973701939276974,11.350346273194122,False
75,OFF_L_001,10,offset_dominant,low,normal,-0.21468174980913893,-0.013834121685075956,0.019069358131110742,0.008643551211975619,0.017975511843773676,-0.01610229362293306,-0.027611250979938252,-2.298003855789184,0.4939128087107716,-0.3964702666061384,2.9985816827112943,6.678327962881527,8.356498452126978,3.6125807439401907,5.771280503709958,False
76,OFF_L_001,10,offset_dominant,low,normal,-0.21468174980913893,-0.013834121685075956,0.019069358131110742,0.008643551211975619,0.017975511843773676,-0.01610229362293306,-0.027611250979938252,2.0149457670306834,-1.0917246102977314,0.8717482040221611,5.188073139918685,11.473393839604881,19.320615076456956,5.987841378885356,11.393408754682692,False
77,OFF_L_001,10,offset_dominant,low,normal,-0.21468174980913893,-0.013834121685075956,0.019069358131110742,0.008643551211975619,0.017975511843773676,-0.01610229362293306,-0.027611250979938252,1.6873787189388842,-0.9179894825937563,-0.8803513253654016,4.122903443132902,9.628936589241826,16.287429883520577,4.895920183417731,9.501372993110364,False
78,OFF_L_001,10,offset_dominant,low,normal,-0.21468174980913893,-0.013834121685075956,0.019069358131110742,0.008643551211975619,0.017975511843773676,-0.01610229362293306,-0.027611250979938252,1.6735383216346795,-0.8261815896610094,0.06979630595174102,3.845574123644778,8.813896765569622,14.68470825294678,4.5131044442428045,8.654564187072634,False
79,OFF_L_001,10,offset_dominant,low,normal,-0.21468174980913893,-0.013834121685075956,0.019069358131110742,0.008643551211975619,0.017975511843773676,-0.01610229362293306,-0.027611250979938252,2.0787242893935476,0.16187547251837597,-0.2055333970543518,1.7803994180001907,3.1820432013196975,2.5611476754745635,1.9367406845460042,2.450751156892936,False
80,OFF_L_001,10,offset_dominant,low,normal,-0.21468174980913893,-0.013834121685075956,0.019069358131110742,0.008643551211975619,0.017975511843773676,-0.01610229362293306,-0.027611250979938252,-0.27491972573003887,-1.0485187903107096,0.9375046427231977,4.688351129133753,9.759902078834909,18.566268113241463,5.417201995351132,10.446076595898152,False
81,OFF_L_002,1,offset_dominant,low,normal,0.5940345224862507,0.06424616794966602,0.07698479749129616,0.06367830871125506,0.010697148962784127,-0.033575826888817224,0.026620970865027304,2.2802332976131456,-0.829384588746858,-0.604666035490721,3.7998227831613702,9.539653789950062,13.338651048561847,4.717576712858803,8.475195957787863,False
82,OFF_L_002,1,offset_dominant,low,normal,0.5940345224862507,0.06424616794966602,0.07698479749129616,0.06367830871125506,0.010697148962784127,-0.033575826888817224,0.026620970865027304,-1.0433527322076714,0.07053924966308989,0.765651132068156,0.6166072094720961,1.6375223665535532,2.368994719843584,0.7801074157161808,1.464948030332388,False
83,OFF_L_002,1,offset_dominant,low,normal,0.5940345224862507,0.06424616794966602,0.07698479749129616,0.06367830871125506,0.010697148962784127,-0.033575826888817224,0.026620970865027304,1.3027301136493348,0.49957812922232425,-0.6496388642879927,2.6572193460735334,6.82149551062272,9.857356135705253,3.333531636268289,6.134174461347281,False
84,OFF_L_002,1,offset_dominant,low,normal,0.5940345224862507,0.06424616794966602,0.07698479749129616,0.06367830871125506,0.010697148962784127,-0.033575826888817224,0.026620970865027304,-0.7115868423701288,-0.051828177391972874,-0.7051480930288283,0.36182263327909375,0.8868056633246502,0.23327935179727233,0.45259791523709303,0.4898320860440142,True
85,OFF_L_002,1,offset_dominant,low,normal,0.5940345224862507,0.06424616794966602,0.07698479749129616,0.06367830871125506,0.010697148962784127,-0.033575826888817224,0.026620970865027304,-1.1328514893666375,-0.4600003105131738,-0.7454476033419215,1.9459473177045237,3.9882007051206427,6.890840542241525,2.177887935994372,4.065285363119445,False
