assembly_id,batch_condition,component_index,severity,scenario_type,predicted_quality,actual_quality,prediction_absolute_error,true_best_of_20_quality,absolute_regret,exact_best_hit,top3_hit,selected_true_rank,selected_beats_zero,selected_source,z_adj,theta_adj,locator_offset,correction_utilization,mean_gap,max_gap,parallelism,rms
93,normal,3,high,mixed,0.2596604234206088,0.2603484003662207,0.0006879769456119011,0.2603484003662207,0.0,True,True,1,True,informed,-0.021045210055315015,-0.0341286798974627,-0.0,0.02844056658121892,0.22427913358639717,0.5515379164607909,1.6653345369377348e-16,0.2760328535206423
93,normal,4,low,mixed,0.32021773730588354,0.30240832220368785,0.01780941510219569,0.30240832220368785,0.0,True,True,1,True,informed,-0.09500945755857465,-0.018053204084411897,-0.0525414996566263,0.0525414996566263,0.2597056336066923,0.6425312724124497,1.3877787807814457e-16,0.3173725039794521
93,normal,5,medium,mixed,0.30737177203159255,0.31911220241462607,0.011740430383033518,0.31911220241462607,0.0,True,True,1,True,informed,-0.08000651654322367,-0.017147504437881798,-0.0,0.03200260661728947,0.2923546776745262,0.6573088398189039,1.3877787807814457e-16,0.3421314716659701
96,normal,1,high,twist,0.01792121725514087,0.017921217255140964,9.367506770274758e-17,0.017921217255140964,0.0,True,True,1,False,zero,0.0,0.0,0.0,0.0,0.018472558893650463,0.03395367340979294,1.4360913415467e-17,0.0219334756410794
96,normal,2,medium,waviness,0.07451940812331019,0.07432935442439477,0.00019005369891542112,0.07432935442439477,0.0,True,True,1,True,informed,0.009236279446825231,4.1140986432953164e-19,-0.0,0.0036945117787300927,0.0773268117158109,0.14152022139931691,9.71445146547012e-17,0.08675244489856387
96,normal,3,high,offset,0.0738442893264043,0.07288963006969292,0.0009546592567113849,0.07288963006969292,0.0,True,True,1,True,informed,-0.49429294871970475,2.782985346280577e-18,-0.0,0.1977171794878819,0.07726905258441037,0.13690208167590429,1.1102230246251565e-16,0.08638289791598494
96,normal,4,extreme,bend,0.2441035107050525,0.251378047235117,0.007274536530064463,0.22357295867572075,0.02780508855939623,False,True,2,False,zero,0.0,0.0,0.0,0.0,0.24231859460634647,0.5020053456253755,6.418476861114186e-17,0.2808086516560037
96,normal,5,low,bend,0.22176764657178782,0.20633445954277588,0.015433187029011947,0.20633445954277588,0.0,True,True,1,True,informed,-0.11846576489388724,1.8387581752210954e-18,-0.132806025917909,0.132806025917909,0.18582972872144898,0.4286948740582054,2.7755575615628914e-17,0.2197707870887957
99,normal,1,medium,mixed,0.03315712248775331,0.033157122487753224,8.326672684688674e-17,0.033157122487753224,0.0,True,True,1,True,informed,0.2178304506891952,-0.0,-0.0,0.08713218027567808,0.032480040614928304,0.06564896574755089,2.7755575615628914e-17,0.03718420579009464
99,normal,2,medium,waviness,0.11155401313482523,0.11569930336045879,0.004145290225633563,0.11569930336045879,0.0,True,True,1,True,informed,-0.004852462604545173,7.951386703658792e-19,-0.0,0.001940985041818069,0.12683586424437848,0.21160197800730632,1.249000902703301e-16,0.14167950684953312
99,normal,3,high,mixed,0.12565020369445204,0.12143675123864126,0.004213452455810784,0.12143675123864126,0.0,True,True,1,True,informed,-0.11324111252423019,3.578124016646456e-18,-0.0,0.04529644500969208,0.12755078217984456,0.22950185610341128,8.326672684688674e-17,0.1432095975366449
99,normal,4,low,mixed,0.16432700769607195,0.15900095363150593,0.005326054064566016,0.15900095363150593,0.0,True,True,1,True,informed,0.21028928430381244,2.3854160110976377e-18,-0.0,0.08411571372152497,0.15872743122748834,0.31144242134133165,5.551115123125783e-17,0.17949997860859906
99,normal,5,medium,mixed,0.2213694736594159,0.22384958420197354,0.0024801105425576453,0.22384958420197354,0.0,True,True,1,True,informed,-0.18701073839523064,1.5902773407317584e-18,-0.0,0.07480429535809226,0.19788311031764816,0.4663631084390578,0.0,0.24575718574961739
124,normal,1,high,twist,0.011990954800128227,0.011990954800128253,2.6020852139652106e-17,0.011990954800128253,0.0,True,True,1,False,zero,0.0,0.0,0.0,0.0,0.01235985343980629,0.022718153424447243,9.608781658177927e-18,0.014675527408521917
124,normal,2,medium,bend,0.05965322513659215,0.05897811274238624,0.0006751123942059095,0.05897811274238624,0.0,True,True,1,True,informed,-0.006179926719903145,-2.7527131763815603e-19,-0.0,0.0024719706879612583,0.0722442274614259,0.09822108927313997,1.734723475976807e-17,0.07838517722016476
124,normal,3,high,waviness,0.04360662362176029,0.04163952016555141,0.001967103456208881,0.04163952016555141,0.0,True,True,1,True,informed,-0.035990104212476136,-4.969616689786745e-19,-0.0,0.014396041684990455,0.04434916683621752,0.0781583347340079,1.3877787807814457e-17,0.04887269694483777
124,normal,4,extreme,mixed,0.20858817215261555,0.20822533397816056,0.00036283817445498245,0.20822533397816056,0.0,True,True,1,True,informed,-0.017995052106238068,3.975693351829396e-19,-0.0,0.0071980208424952275,0.21703594344243024,0.3948710249711471,0.0,0.24653243454087378
124,normal,5,low,mixed,0.18369674405587072,0.17584589254373412,0.007850851512136603,0.17584589254373412,0.0,True,True,1,True,informed,-0.10432529610178994,-0.0,0.0163772602071108,0.041730118440715974,0.17067359555238615,0.3504946933345534,2.7755575615628914e-17,0.19495405877652236
131,normal,1,medium,mixed,0.05711066950475155,0.05600026852531448,0.0011104009794370706,0.05600026852531448,0.0,True,True,1,True,informed,-0.5034903408849344,0.0074452404015871,-0.0,0.20139613635397374,0.0505978522353803,0.11588246986592199,5.551115123125783e-17,0.060561718949237835
131,normal,2,medium,waviness,0.09707704920467015,0.09467521244583557,0.002401836758834583,0.09467521244583557,0.0,True,True,1,True,informed,-0.01324036553881502,1.5902773407317584e-18,-0.0,0.005296146215526008,0.09751187417176715,0.18153656746138586,8.673617379884035e-17,0.10960679955889649
131,normal,3,high,waviness,0.198903220453692,0.18910507507688118,0.009798145376810813,0.18910507507688118,0.0,True,True,1,True,informed,-0.006620182769407511,2.4848083448933728e-18,0.3350622533076315,0.3350622533076315,0.20593919271973266,0.34779881109227123,1.700029006457271e-16,0.22983673933279966
131,normal,4,low,bend,0.19505521437061893,0.19998170994708622,0.0049264955764672935,0.19998170994708622,0.0,True,True,1,True,informed,-0.003310091384703757,4.8702243559910105e-18,-0.0,0.0013240365538815027,0.20737392621023587,0.38162990525062385,7.632783294297951e-17,0.23280560508828294
131,normal,5,medium,bend,0.2508155741399468,0.24948430830843465,0.0013312658315121628,0.24948430830843465,0.0,True,True,1,True,informed,-0.018207553151889308,2.1866313435061677e-18,-0.0,0.007283021260755723,0.2278017029766753,0.513056253761121,1.3877787807814457e-17,0.2722692128709579
152,normal,1,high,mixed,0.06823677413232675,0.06782657075546426,0.00041020337686248354,0.06782657075546426,0.0,True,True,1,True,informed,0.4181847801548422,-0.0082049005269157,-0.0,0.16727391206193687,0.06711205631790813,0.1334536079858968,5.551115123125783e-17,0.07656871464322776
152,normal,2,medium,mixed,0.08245945341647995,0.06475801313726491,0.01770144027921504,0.06475801313726491,0.0,True,True,1,True,informed,-0.10699682110305285,0.0198417312885919,-0.0,0.04279872844122114,0.06661733630007599,0.12427589245950367,2.7755575615628914e-17,0.07490044509391015
152,normal,3,high,offset,0.06268436912888052,0.0633157496938349,0.0006313805649543758,0.0633157496938349,0.0,True,True,1,True,informed,-0.23365538741297767,7.951386703658792e-19,-0.0,0.09346215496519107,0.06653961792059059,0.11968703469630712,2.7755575615628914e-17,0.07447753908765582
152,normal,4,extreme,mixed,0.23444953092315823,0.2321541610582206,0.002295369864937641,0.2321541610582206,0.0,True,True,1,True,informed,-0.40066285668131973,7.951386703658792e-19,-0.0,0.1602651426725279,0.2065404520090113,0.4816792230671356,5.551115123125783e-17,0.2568825853537649
152,normal,5,low,waviness,0.21293452894476517,0.2157706605348268,0.00283613159006163,0.2157706605348268,0.0,True,True,1,True,informed,-0.0860875180542566,1.5902773407317584e-18,-0.0,0.03443500722170264,0.20133875535580784,0.4393338905329309,5.551115123125783e-17,0.23568866768205174
154,normal,1,high,mixed,0.001930349199363258,0.0,0.001930349199363258,0.0,0.0,True,True,1,True,informed,0.5080329121365809,-0.0268438186277741,-0.0198837007237082,0.20321316485463234,0.0,0.0,0.0,0.0
154,normal,2,medium,mixed,0.07567742304506188,0.07049698180450267,0.005180441240559205,0.07049698180450267,0.0,True,True,1,True,informed,-0.25594785496698,-8.424150806100846e-05,-0.0,0.10237914198679202,0.07348384030698889,0.13395574179004788,1.1102230246251565e-16,0.08265107175391609
154,normal,3,high,bend,0.16269594019476072,0.16008584021297265,0.002610099981788072,0.16008584021297265,0.0,True,True,1,True,informed,-0.005692509636338024,3.180554681463517e-18,-0.0,0.0022770038545352096,0.1517050578302261,0.32295181266433787,2.862293735361732e-17,0.1768877906460348
154,normal,4,extreme,twist,0.12586605962468667,0.12506996058045794,0.0007960990442287263,0.12506996058045794,0.0,True,True,1,True,informed,-0.07123570923399866,8.19986753814813e-19,-0.0,0.028494283693599465,0.11510453792448917,0.25613475516634987,1.3877787807814457e-17,0.13698172653206242
154,normal,5,low,tilt,0.10925335954191769,0.102685540317329,0.0065678192245886835,0.102685540317329,0.0,True,True,1,True,informed,-0.04464812185529665,-0.0119033511769821,-0.0,0.01785924874211866,0.09311026382270564,0.21148663331105322,0.0,0.11306471177201347
172,offset_drift,1,high,waviness,0.07691706122781618,0.07692003960886107,2.9783810448907877e-06,0.07692003960886107,0.0,True,True,1,True,informed,-0.2127965395679451,-0.0,-0.0,0.08511861582717803,0.0866440374748002,0.13750637792403453,1.1102230246251565e-16,0.09674914989210628
172,offset_drift,2,medium,waviness,0.11335856099689641,0.11375219978551117,0.00039363878861475854,0.11375219978551117,0.0,True,True,1,True,informed,-0.2127965395679451,3.180554681463517e-18,-0.0,0.08511861582717803,0.12813240751271532,0.20334951792711875,1.1102230246251565e-16,0.14307622153560917
172,offset_drift,3,high,waviness,0.15553050076568425,0.16007534485117694,0.004544844085492689,0.16007534485117694,0.0,True,True,1,True,informed,-0.2127965395679451,3.180554681463517e-18,-0.0,0.08511861582717803,0.1803115839331834,0.28615925027280426,1.1102230246251565e-16,0.20134094589380613
172,offset_drift,4,extreme,mixed,0.32440803717056815,0.3266362986244863,0.0022282614539181345,0.3266362986244863,0.0,True,True,1,True,informed,-0.2127965395679451,3.180554681463517e-18,-0.0,0.08511861582717803,0.2848465394642882,0.6884585276976891,2.7755575615628914e-17,0.346447784758931
172,offset_drift,5,low,bend,0.3133853381226003,0.3010130251550235,0.012372312967576793,0.3010130251550235,0.0,True,True,1,True,informed,-0.33639864597849045,7.951386703658792e-19,0.0548566127151047,0.1345594583913962,0.2566779578282368,0.6429888029854705,2.7755575615628914e-17,0.3111299691091129
195,offset_drift,1,medium,mixed,0.1288065049346782,0.12863001469343416,0.00017649024124405388,0.058666227383382515,0.06996378731005165,False,True,2,True,informed,0.2648561195507733,-0.0,-0.0,0.10594244782030933,0.1409259102114208,0.234638029184241,5.551115123125783e-17,0.15960832874735603
195,offset_drift,2,medium,mixed,0.233816181454304,0.178653078050986,0.05516310340331801,0.178653078050986,0.0,True,True,1,True,informed,0.19118236025948468,-0.0161726662852129,0.0718017543459846,0.07647294410379388,0.1878778589979137,0.334558535225532,2.7755575615628914e-17,0.21922159783952264
195,offset_drift,3,high,mixed,0.17148120897875382,0.14525747263139677,0.026223736347357057,0.14525747263139677,0.0,True,True,1,True,informed,-0.9978008619385226,-7.951386703658792e-19,-0.0,0.39912034477540903,0.1352665207245429,0.2955635005002839,0.0,0.16008466263948715
195,offset_drift,4,low,mixed,0.15964206674911577,0.15768307895336664,0.0019589877957491286,0.15768307895336664,0.0,True,True,1,True,informed,-0.2538387122940719,-0.0119633824174423,-0.0,0.10153548491762876,0.15040039245332174,0.3163860590873563,0.0,0.17647143491163222
195,offset_drift,5,medium,mixed,0.18916112784012742,0.200560756477623,0.011399628637495579,0.200560756477623,0.0,True,True,1,True,informed,-0.6862064068029359,-0.0,-0.0,0.27448256272117433,0.19794148823513014,0.39450093440024925,0.0,0.22828029687009205
196,offset_drift,1,high,mixed,0.05804256938383344,0.05804256938383355,1.1102230246251565e-16,0.05804256938383355,0.0,True,True,1,True,informed,-0.6277737030144244,-0.0,-0.0,0.25110948120576976,0.07131969493475816,0.09652363276615872,0.0,0.07689571073558485
196,offset_drift,2,medium,mixed,0.11544891149271014,0.11929483703935091,0.0038459255466407744,0.11929483703935091,0.0,True,True,1,True,informed,-0.24845638703532416,-0.0,-0.0,0.09938255481412966,0.12091011195437812,0.22864650634696856,0.0,0.1442785154894692
196,offset_drift,3,high,bend,0.18348222571958012,0.18284741149213063,0.0006348142274494872,0.18284741149213063,0.0,True,True,1,True,informed,-0.270606092395999,-0.0,-0.0,0.1082424369583996,0.18722018330322612,0.34855002943340607,2.7755575615628914e-17,0.2211634767114098
196,offset_drift,4,extreme,mixed,0.37007515306188005,0.3703558025213056,0.00028064945942557484,0.3703558025213056,0.0,True,True,1,True,informed,-0.340055535282179,-7.951386703658792e-19,-0.3375386807638177,0.3375386807638177,0.33143044521951753,0.7724783969372261,1.3877787807814457e-16,0.39183149874282536
196,offset_drift,5,low,twist,0.33710026528100606,0.30196034954973006,0.035139915731276006,0.30196034954973006,0.0,True,True,1,True,informed,-0.3439281252250386,3.975693351829396e-18,-0.1222095596142532,0.13757125009001542,0.26251205409457806,0.6384599037210155,5.551115123125783e-17,0.31668762205052003
222,offset_drift,1,high,mixed,0.2098046039291825,0.09313781154068652,0.11666679238849596,0.09313781154068652,0.0,True,True,1,True,informed,0.398046641962026,0.016669590490269,-0.0,0.1592186567848104,0.09718774806666204,0.17684114488536756,1.1102230246251565e-16,0.10929143655077615
222,offset_drift,2,medium,tilt,0.11823685799443441,0.0907891080926955,0.027447749901738913,0.0907891080926955,0.0,True,True,1,True,informed,-0.22021250728485883,0.025045658160302305,-0.0738284058799045,0.08808500291394353,0.09702718434476608,0.16942517716845384,4.9439619065339e-17,0.1085339963872952
222,offset_drift,3,high,waviness,0.11554428085184482,0.11825639322404848,0.0027121123722036594,0.11825639322404848,0.0,True,True,1,True,informed,-0.21650452342640195,1.4163407565892223e-18,-0.0,0.08660180937056078,0.12923170305866222,0.21688186104432847,8.326672684688674e-17,0.1442232399315125
222,offset_drift,4,extreme,mixed,0.275311088111833,0.3116722774878206,0.03636118937598759,0.3116722774878206,0.0,True,True,1,True,local_informed,0.42315041623595323,0.019422522105626762,0.18020770470603614,0.18020770470603614,0.26475988630778663,0.6152093893944629,0.050183877921421594,0.32626331400719305
222,offset_drift,5,low,offset,0.263654774972233,0.2554840373863245,0.008170737585908472,0.2554840373863245,0.0,True,True,1,True,informed,-0.15836852518389144,0.001437662201041726,-0.0,0.06334741007355657,0.22807739282179548,0.5086154461428094,0.0250919389765088,0.2694860400399042
237,offset_drift,1,medium,mixed,0.030979804671818413,0.030394364092853423,0.0005854405789649901,0.030394364092853423,0.0,True,True,1,True,informed,0.09745978089767499,-0.0012555895446059,-0.0,0.03898391235906999,0.031591491866055185,0.05741665250555689,2.7755575615628914e-17,0.03691920781369794
237,offset_drift,2,medium,mixed,0.1732990491906283,0.17259525558609223,0.0007037936045360682,0.17259525558609223,0.0,True,True,1,True,informed,-0.2285922855009727,-0.0154086578672594,-0.0,0.09143691420038907,0.16207771635181664,0.3503879426708847,8.326672684688674e-17,0.18855557879281798
