assembly_id,batch_condition,component_index,severity,scenario_type,predicted_quality,actual_quality,prediction_absolute_error,true_best_of_20_quality,absolute_regret,exact_best_hit,top3_hit,selected_true_rank,selected_beats_zero,best_was_structured_initial,z_adj,theta_adj,locator_offset,correction_utilization,capability_penalty,mean_gap,max_gap,parallelism,rms
99,normal,5,medium,mixed,0.2213694736594159,0.22384958420197354,0.0024801105425576453,0.2099574260563105,0.013892158145663053,False,True,2,True,True,-0.18701073839523064,1.5902773407317584e-18,-0.0,0.07480429535809226,7.46091013869427e-05,0.19788311031764816,0.4663631084390578,0.0,0.24575718574961739
124,normal,1,high,twist,0.011990954800128227,0.011990954800128253,2.6020852139652106e-17,0.011990954800128253,0.0,True,True,1,False,True,0.0,0.0,0.0,0.0,0.0,0.01235985343980629,0.022718153424447243,9.608781658177927e-18,0.014675527408521917
124,normal,2,medium,bend,0.05965322513659215,0.05897811274238624,0.0006751123942059095,0.05897811274238624,0.0,True,True,1,True,True,-0.006179926719903145,-2.7527131763815603e-19,-0.0,0.0024719706879612583,8.147518776186207e-08,0.0722442274614259,0.09822108927313997,1.734723475976807e-17,0.07838517722016476
124,normal,3,high,waviness,0.04360662362176029,0.04163952016555141,0.001967103456208881,0.04163952016555141,0.0,True,True,1,True,True,-0.035990104212476136,-4.969616689786745e-19,-0.0,0.014396041684990455,2.763280215946437e-06,0.04434916683621752,0.0781583347340079,1.3877787807814457e-17,0.04887269694483777
124,normal,4,extreme,mixed,0.20858817215261555,0.20822533397816056,0.00036283817445498245,0.13849534997257903,0.06972998400558153,False,False,5,True,True,-0.017995052106238068,3.975693351829396e-19,-0.0,0.0071980208424952275,6.908200539866093e-07,0.21703594344243024,0.3948710249711471,0.0,0.24653243454087378
124,normal,5,low,mixed,0.18369674405587072,0.17584589254373412,0.007850851512136603,0.1554523042933143,0.020393588250419814,False,True,3,True,True,-0.10432529610178994,-0.0,0.0163772602071108,0.041730118440715974,2.679489915956798e-05,0.17067359555238615,0.3504946933345534,2.7755575615628914e-17,0.19495405877652236
131,normal,1,medium,mixed,0.05711066950475155,0.05600026852531448,0.0011104009794370706,0.05600026852531448,0.0,True,True,1,True,True,-0.5034903408849344,0.0074452404015871,-0.0,0.20139613635397374,0.0005413186387759397,0.0505978522353803,0.11588246986592199,5.551115123125783e-17,0.060561718949237835
131,normal,2,medium,waviness,0.09707704920467014,0.09467521244583557,0.002401836758834569,0.09467521244583557,0.0,True,True,1,True,True,-0.01324036553881502,1.5902773407317584e-18,-0.0,0.005296146215526008,3.7398886314973947e-07,0.09751187417176715,0.18153656746138586,8.673617379884035e-17,0.10960679955889649
131,normal,3,high,waviness,0.198903220453692,0.18910507507688118,0.009798145376810813,0.18910507507688118,0.0,True,True,1,True,True,-0.006620182769407511,2.4848083448933728e-18,0.3350622533076315,0.3350622533076315,0.0014969830117702867,0.20593919271973266,0.34779881109227123,1.700029006457271e-16,0.22983673933279966
131,normal,4,low,bend,0.19505521437061893,0.19998170994708622,0.0049264955764672935,0.19998170994708622,0.0,True,True,1,True,True,-0.003310091384703757,4.8702243559910105e-18,-0.0,0.0013240365538815027,2.337430394685874e-08,0.20737392621023587,0.38162990525062385,7.632783294297951e-17,0.23280560508828294
131,normal,5,medium,bend,0.2508155741399468,0.24948430830843465,0.0013312658315121628,0.24948430830843465,0.0,True,True,1,True,True,-0.018207553151889308,2.1866313435061677e-18,-0.0,0.007283021260755723,7.072319824615985e-07,0.2278017029766753,0.513056253761121,1.3877787807814457e-17,0.2722692128709579
152,normal,1,high,mixed,0.06823677413232675,0.06782657075546426,0.00041020337686248354,0.06782657075546426,0.0,True,True,1,True,True,0.4181847801548422,-0.0082049005269157,-0.0,0.16727391206193687,0.0003736974923891036,0.06711205631790813,0.1334536079858968,5.551115123125783e-17,0.07656871464322776
152,normal,2,medium,mixed,0.08245945341647995,0.06475801313726491,0.01770144027921504,0.06475801313726491,0.0,True,True,1,True,True,-0.10699682110305285,0.0198417312885919,-0.0,0.04279872844122114,2.8068399679959728e-05,0.06661733630007599,0.12427589245950367,2.7755575615628914e-17,0.07490044509391015
152,normal,3,high,offset,0.06268436912888052,0.0633157496938349,0.0006313805649543758,0.0633157496938349,0.0,True,True,1,True,True,-0.23365538741297767,7.951386703658792e-19,-0.0,0.09346215496519107,0.00011646899214316519,0.06653961792059059,0.11968703469630712,2.7755575615628914e-17,0.07447753908765582
152,normal,4,extreme,mixed,0.23444953092315823,0.2321541610582206,0.002295369864937641,0.219439013256911,0.012715147801309584,False,True,3,True,True,-0.40066285668131973,7.951386703658792e-19,-0.0,0.1602651426725279,0.00034246554607794287,0.2065404520090113,0.4816792230671356,5.551115123125783e-17,0.2568825853537649
152,normal,5,low,waviness,0.2129345289447651,0.2157706605348268,0.0028361315900616857,0.2157706605348268,0.0,True,True,1,True,True,-0.0860875180542566,1.5902773407317584e-18,-0.0,0.03443500722170264,1.5810262964782842e-05,0.20133875535580784,0.4393338905329309,5.551115123125783e-17,0.23568866768205174
154,normal,1,high,mixed,0.001930349199363258,0.0,0.001930349199363258,0.0,0.0,True,True,1,True,True,0.5080329121365809,-0.0268438186277741,-0.0198837007237082,0.20321316485463234,0.0005625514941675688,0.0,0.0,0.0,0.0
154,normal,2,medium,mixed,0.07567742304506188,0.07049698180450267,0.005180441240559205,0.07049698180450267,0.0,True,True,1,True,True,-0.25594785496698,-8.424150806100846e-05,-0.0,0.10237914198679202,0.00013975324856224222,0.07348384030698889,0.13395574179004788,1.1102230246251565e-16,0.08265107175391609
154,normal,3,high,bend,0.16269594019476075,0.16008584021297265,0.0026100999817881,0.1475414514705556,0.012544388742417034,False,True,3,True,True,-0.005692509636338024,3.180554681463517e-18,-0.0,0.0022770038545352096,6.912995404757603e-08,0.1517050578302261,0.32295181266433787,2.862293735361732e-17,0.1768877906460348
154,normal,4,extreme,twist,0.1258660596246867,0.12506996058045794,0.0007960990442287541,0.12506996058045794,0.0,True,True,1,True,True,-0.07123570923399866,8.19986753814813e-19,-0.0,0.028494283693599465,1.082565604281771e-05,0.11510453792448917,0.25613475516634987,1.3877787807814457e-17,0.13698172653206242
154,normal,5,low,tilt,0.10925335954191769,0.102685540317329,0.0065678192245886835,0.102685540317329,0.0,True,True,1,True,True,-0.04464812185529665,-0.0119033511769821,-0.0,0.01785924874211866,5.5646458495730515e-06,0.09311026382270564,0.21148663331105322,0.0,0.11306471177201347
172,offset_drift,1,high,waviness,0.07691706122781618,0.07692003960886107,2.9783810448907877e-06,0.07692003960886107,0.0,True,True,1,True,True,-0.2127965395679451,-0.0,-0.0,0.08511861582717803,9.660238347112965e-05,0.0866440374748002,0.13750637792403453,1.1102230246251565e-16,0.09674914989210628
172,offset_drift,2,medium,waviness,0.11335856099689641,0.11375219978551117,0.00039363878861475854,0.11375219978551117,0.0,True,True,1,True,True,-0.2127965395679451,3.180554681463517e-18,-0.0,0.08511861582717803,9.660238347112965e-05,0.12813240751271532,0.20334951792711875,1.1102230246251565e-16,0.14307622153560917
172,offset_drift,3,high,waviness,0.15553050076568425,0.16007534485117694,0.004544844085492689,0.16007534485117694,0.0,True,True,1,True,True,-0.2127965395679451,3.180554681463517e-18,-0.0,0.08511861582717803,9.660238347112965e-05,0.1803115839331834,0.28615925027280426,1.1102230246251565e-16,0.20134094589380613
172,offset_drift,4,extreme,mixed,0.32440803717056815,0.3266362986244863,0.0022282614539181345,0.24241617220560294,0.08422012641888335,False,False,4,True,True,-0.2127965395679451,3.180554681463517e-18,-0.0,0.08511861582717803,9.660238347112965e-05,0.2848465394642882,0.6884585276976891,2.7755575615628914e-17,0.346447784758931
172,offset_drift,5,low,bend,0.30426045641220456,0.23969659770090163,0.06456385871130293,0.2301976055176012,0.009498992183300414,False,True,2,True,False,-0.4459931137274369,-0.0010913023043446213,-0.006572265959659707,0.17839724549097474,0.0004249279856103721,0.21007622903898662,0.4857296799302189,0.01904681834771818,0.25240779505824523
195,offset_drift,1,medium,mixed,0.1288065049346782,0.12863001469343416,0.00017649024124405388,0.110352806771287,0.018277207922147154,False,True,2,True,True,0.2648561195507733,-0.0,-0.0,0.10594244782030933,0.0001496506966687862,0.1409259102114208,0.234638029184241,5.551115123125783e-17,0.15960832874735603
195,offset_drift,2,medium,mixed,0.233816181454304,0.178653078050986,0.05516310340331801,0.10042491712726788,0.0782281609237181,False,True,3,True,True,0.19118236025948468,-0.0161726662852129,0.0718017543459846,0.07647294410379388,0.00014913651489762713,0.1878778589979137,0.334558535225532,2.7755575615628914e-17,0.21922159783952264
195,offset_drift,3,high,mixed,0.17148120897875382,0.14525747263139677,0.026223736347357057,0.14525747263139677,0.0,True,True,1,True,True,-0.9978008619385226,-7.951386703658792e-19,-0.0,0.39912034477540903,0.0021239606615152187,0.1352665207245429,0.2955635005002839,0.0,0.16008466263948715
195,offset_drift,4,low,mixed,0.1596420667491158,0.15768307895336664,0.0019589877957491564,0.15768307895336664,0.0,True,True,1,True,True,-0.2538387122940719,-0.0119633824174423,-0.0,0.10153548491762876,0.00013878460447412514,0.15040039245332174,0.3163860590873563,0.0,0.17647143491163222
195,offset_drift,5,medium,mixed,0.18916112784012742,0.200560756477623,0.011399628637495579,0.200560756477623,0.0,True,True,1,True,True,-0.6862064068029359,-0.0,-0.0,0.27448256272117433,0.001004542363173112,0.19794148823513014,0.39450093440024925,0.0,0.22828029687009205
196,offset_drift,1,high,mixed,0.05804256938383344,0.05804256938383355,1.1102230246251565e-16,0.05804256938383355,0.0,True,True,1,True,True,-0.6277737030144244,-0.0,-0.0,0.25110948120576976,0.0008407462873524111,0.07131969493475816,0.09652363276615872,0.0,0.07689571073558485
196,offset_drift,2,medium,mixed,0.11544891149271012,0.11929483703935091,0.0038459255466407882,0.11929483703935091,0.0,True,True,1,True,True,-0.24845638703532416,-0.0,-0.0,0.09938255481412966,0.00013169189601844653,0.12091011195437812,0.22864650634696856,0.0,0.1442785154894692
196,offset_drift,3,high,bend,0.18348222571958012,0.18284741149213063,0.0006348142274494872,0.07519681553175152,0.10765059596037911,False,False,4,True,True,-0.270606092395999,-0.0,-0.0,0.1082424369583996,0.00015621900211590815,0.18722018330322612,0.34855002943340607,2.7755575615628914e-17,0.2211634767114098
196,offset_drift,4,extreme,mixed,0.3656929219709468,0.35985292988016226,0.005839992090784563,0.35985292988016226,0.0,True,True,1,True,False,-0.4624058517972385,-0.0006307034067916106,-0.20676655061607307,0.20676655061607307,0.0010261833357160855,0.3053505754610028,0.7598743009248846,0.011007851052503514,0.3698311164864496
196,offset_drift,5,low,twist,0.36469253427372145,0.31900499732794296,0.045687536945778484,0.2615579782367273,0.05744701909121569,False,True,2,True,True,-0.3022255648673836,0.0003153517033958089,-0.1222095596142532,0.1222095596142532,0.00039399589667761726,0.2782253688402304,0.6678274547653115,0.005503925526418485,0.33537972588354864
