part_case_id,batch_id,part_id,scenario_type,severity_level,disturbance_flag,recommendation_status,primary_failure_reason,dev_offset,dev_tilt,dev_bend,dev_waviness,dev_noise,dev_twist,fixture_drift,z_adj,theta_adj,locator_offset,mean_gap,max_gap,parallelism_error,rms_deviation,quality_score
154,TIL_L_001,4,tilt_dominant,low,normal,REWORK_REQUIRED,parallelism_error,0.1321906839428993,-0.3607746612736753,-0.0265944819400944,0.0436310788344648,0.0125781662148343,0.0376916055013407,-0.023488647206241,0.0,0.48,-0.25,0.5289343281543804,1.172607351785237,2.0844998158412014,0.613073882828603,1.1971198370171057
744,MIX_H_005,4,mixed,high,normal,REWORK_REQUIRED,parallelism_error,0.7178068632403631,-0.5990528661297725,0.2399180094321671,0.2124920121590347,0.0235606226027439,-0.2683597010931026,0.2891880862676804,-0.5,0.72,-0.25,0.4555335917204266,1.273793648128242,2.0679630631112182,0.568655045496589,1.1960525954376249
689,MIX_M_004,9,mixed,medium,normal,REWORK_REQUIRED,parallelism_error,-0.8657866934137244,0.362490954647702,0.4300942098114892,0.064847021168677,0.0371171969863304,-0.0150492878493915,0.208369180870244,1.0,-0.24,0.25,0.4837969486750321,1.2035280073013104,2.106772314735479,0.5740875710099657,1.1956379383145428
684,MIX_M_004,4,mixed,medium,normal,REWORK_REQUIRED,parallelism_error,0.6577010848443958,-0.3616313989078709,0.355412567385206,0.244486714306546,0.0360896046012951,0.063762299306361,-0.0489904199160831,-0.5,0.48,0.25,0.5075769507128004,1.1906883587567736,2.073359684747638,0.598882148676916,1.1913757131328553
530,WAV_M_003,10,waviness_dominant,medium,normal,REWORK_REQUIRED,parallelism_error,-0.1389466806357395,0.1175192914469512,-0.0776794600304283,0.5044986873030949,0.0162267951150451,0.1005126337533344,0.0039453333951437,0.0,0.0,0.0,0.5328009725247931,1.1639016328171332,2.050511489284681,0.6209083961036128,1.1862550679983437
268,TIL_H_002,8,tilt_dominant,high,normal,REWORK_REQUIRED,parallelism_error,-0.3699630747145629,-0.5997301620931919,0.2137202107477108,0.1185077070307115,0.0314776709642454,-0.0121258244196399,0.0810310591227215,0.5,0.72,0.0,0.4885505236648578,1.1798482695173584,2.0872670625911764,0.5818496712435037,1.1848847238563682
594,WAV_H_005,4,waviness_dominant,high,normal,REWORK_REQUIRED,parallelism_error,0.0569819955344091,-0.1218126655965262,0.1093698874695162,0.5948849716116706,0.0448789338397431,-0.1081633933143093,0.0108190541210981,0.0,0.24,0.0,0.5492475612728402,1.1254507908720697,2.061161609957046,0.6380314246648707,1.1845611310970738
918,FIX_L_002,8,fixture_drift,low,normal,REWORK_REQUIRED,parallelism_error,-0.0945597092556209,0.1206631204332006,-0.1621604107473416,0.053807368345753,0.0214767639574177,-0.0887464882890092,-0.0329169213319265,0.0,-0.24,0.0,0.5294512347106575,1.1360296414375184,2.077920688145929,0.6128240960866042,1.1843028788968917
174,TIL_L_003,4,tilt_dominant,low,normal,REWORK_REQUIRED,parallelism_error,0.1710739606477446,-0.11631578666067,-0.0211729830087303,0.0399001104401397,0.0241616478779808,-0.0062615804937438,0.0049768539019533,0.0,0.0,-0.25,0.5232947787819866,1.18683115306197,2.0308404418709443,0.616868990588883,1.1839768111733586
937,FIX_L_004,7,fixture_drift,low,normal,REWORK_REQUIRED,parallelism_error,-0.0872163349414065,-0.119772384822394,-0.1673840192539791,0.0766830238643022,0.0162282003345353,0.0761374626395132,0.0383340165086032,0.0,0.24,0.0,0.5157221079858377,1.1306222428864627,2.0926569914475435,0.5961255317944711,1.1813129558754003
394,BEN_M_005,4,bend_dominant,medium,normal,REWORK_REQUIRED,parallelism_error,0.25690642713343,-0.125399027456093,-0.7370965891659234,0.1299108218616092,0.0349450331927999,-0.0946931344702348,-0.0211298257844356,-0.5,0.24,-0.5,0.4878598589430371,1.2464618938247691,2.003344906802438,0.5967067245463137,1.1809706703257046
165,TIL_L_002,5,tilt_dominant,low,normal,REWORK_REQUIRED,parallelism_error,0.1100049765356124,-0.1217473559957721,0.0421409346308442,0.0620625559804852,0.011140048624979,-0.0251267855513589,-0.0437264336182647,0.0,0.24,0.0,0.520578429279867,1.141900186186062,2.0704578312831985,0.6056204849829353,1.1804429825230318
822,TWI_M_003,2,twist_dominant,medium,normal,REWORK_REQUIRED,parallelism_error,-0.1077124682327544,-0.1207964004692538,-0.2899256487598222,0.104860326416641,0.0415029751414434,-0.7521535254225387,0.0170974830083967,0.0,0.24,-0.25,0.5030920187565627,1.1454314341986491,2.077960029907901,0.6163058968376548,1.179575634542699
108,OFF_H_001,8,offset_dominant,high,normal,REWORK_REQUIRED,parallelism_error,1.4202739120793413,0.1203928684422984,0.1282120206101912,0.1004798725343551,0.0545731831928773,0.0631009818924598,0.0415116376444258,-1.5,0.0,0.25,0.5053411391080395,1.1240426161578976,2.0950476844322514,0.599835886194161,1.1773130205288724
1025,FIX_H_003,5,fixture_drift,high,normal,REWORK_REQUIRED,parallelism_error,0.0946006205296624,0.1097043085778876,-0.1946285102675615,0.1276892178498152,0.0246104824740362,0.1577005643857006,-0.6893425308121626,0.0,-0.24,0.25,0.4262403042674214,1.1276033386105806,2.171031541802913,0.5718182323838256,1.1746443786426568
1019,FIX_H_002,9,fixture_drift,high,normal,REWORK_REQUIRED,parallelism_error,0.1375683137677134,0.1108213897609654,0.1979043073316242,0.0575958850891816,0.0565971291021176,-0.1335103651780559,-0.7309342017912088,0.0,-0.24,0.75,0.4274783003141538,1.154626937219824,2.1453153989809466,0.5562275312658214,1.173848944081059
906,FIX_L_001,6,fixture_drift,low,normal,REWORK_REQUIRED,parallelism_error,-0.1492855279773794,0.1195561229504785,-0.1283206504874712,0.0136425221227738,0.0185298659416314,-0.0163123847337408,0.16647333002796,0.0,0.0,0.0,0.4882820121494156,1.1674724730267043,2.0617577639597475,0.5769150499702828,1.1729451797377886
200,TIL_L_005,10,tilt_dominant,low,normal,REWORK_REQUIRED,parallelism_error,0.0840774130818246,0.122133901967073,0.0250392243998638,0.0376500701651284,0.0170641023587876,-0.0269164560983856,0.0094172842015909,0.0,-0.24,0.0,0.531296498538895,1.1140858633654254,2.0585809519125604,0.6138196922242418,1.1725709633674886
940,FIX_L_004,10,fixture_drift,low,normal,REWORK_REQUIRED,parallelism_error,0.1213850282526005,-0.123582685839715,0.1684645707588126,0.003887296307898,0.0123776514651053,0.0600707647560917,-0.0500448443562069,0.0,0.24,0.0,0.5281995664167183,1.137254579500648,2.039369946525723,0.6056670083060006,1.1720139285635267
968,FIX_M_002,8,fixture_drift,medium,normal,REWORK_REQUIRED,parallelism_error,0.0556129479178396,-0.1162611942842101,0.0793262760975306,0.0043432635821971,0.0445212234169078,-0.0733574855975224,0.3175692766355779,0.0,0.24,-0.25,0.4653123976152412,1.1358740900141198,2.11218421012605,0.5741206840190698,1.1714232777285305
870,TWI_H_002,10,twist_dominant,high,normal,REWORK_REQUIRED,parallelism_error,0.1059234040384977,0.1198248994447683,0.1518870234790704,0.1145578294968647,0.051683957883593,0.0434237375673971,0.0988123352943805,0.0,0.0,0.0,0.4826427455507536,1.1517400468105752,2.0765663684913647,0.5756831319804363,1.1708530614538517
931,FIX_L_004,1,fixture_drift,low,normal,REWORK_REQUIRED,parallelism_error,0.1462518173571074,-0.1186336185937001,-0.0964639044935776,0.0978195024126833,0.0121345489815878,-0.0641273691399644,0.4254883143397543,0.0,0.24,-0.75,0.4420964438298651,1.205883663526652,2.054639966791565,0.5781224917948037,1.168598271423905
232,TIL_M_004,2,tilt_dominant,medium,normal,REWORK_REQUIRED,parallelism_error,-0.0231489438579277,-0.5984197326366831,0.1799712521628407,0.0302339599728809,0.01746531088452,-0.0088056158365548,0.0313523145887173,0.0,0.48,0.25,0.537932923882884,1.0565592953718086,2.071686236155048,0.6198683626360283,1.161840372886525
823,TWI_M_003,3,twist_dominant,medium,normal,REWORK_REQUIRED,parallelism_error,0.1036182454311823,-0.1152535466167815,-0.2746406044670395,0.0265163736188183,0.0390483410102292,0.4143621589983455,0.0325724959847508,0.0,0.0,-0.5,0.5251633430489747,1.1142302652822471,2.0164272381801727,0.6094807117411879,1.1576943251275371
122,OFF_H_003,2,offset_dominant,high,normal,REWORK_REQUIRED,parallelism_error,0.9957193418729012,0.1217659350987453,0.2248914530125948,0.1237464161649317,0.0592208048142723,-0.0590187568577239,-0.0691994171011178,-1.0,-0.24,0.25,0.5295733692651724,1.0675628340908183,2.053247425806919,0.6256514612067443,1.1576802348695474
189,TIL_L_004,9,tilt_dominant,low,normal,REWORK_REQUIRED,parallelism_error,0.1335929141294669,-0.1241833100262331,-0.0295948518994567,0.0511316801940804,0.0108131129069231,-0.0178796137141151,0.0193664048924422,0.0,0.24,-0.25,0.4986983763488524,1.14428082479323,2.0185077578631554,0.5893767967823532,1.1573837673798066
965,FIX_M_002,5,fixture_drift,medium,normal,REWORK_REQUIRED,parallelism_error,0.0295133098520747,-0.1230899141796971,0.1325173840518689,0.0868434244571427,0.0165369308281207,-0.0772628349316553,-0.2848572163054313,0.0,0.0,0.25,0.4891070777475814,1.0607042617152689,2.105732038805809,0.5991974832847462,1.1565827618090725
630,MIX_L_003,10,mixed,low,normal,REWORK_REQUIRED,parallelism_error,-0.174551454944049,-0.1248384476537,-0.0517707255594606,0.0675297255343325,0.0111624371364844,-0.0555026784233633,0.0555421436352519,0.0,0.24,0.0,0.4875061757665797,1.171148883328344,2.0016639296691885,0.5748484841412704,1.1555805450433607
917,FIX_L_002,7,fixture_drift,low,normal,REWORK_REQUIRED,parallelism_error,0.0438473339546041,0.1136939433111005,-0.0896990073214036,0.0119020017793101,0.0173197783925143,0.0505457459690397,-0.2909565463706592,0.0,0.0,0.0,0.5746948540602937,1.0355867141735062,2.0278438504548832,0.6413685003450179,1.1555744756411068
802,TWI_M_001,2,twist_dominant,medium,normal,REWORK_REQUIRED,parallelism_error,0.080161685981252,0.1152909980954855,-0.0219851940719054,0.1493867937832965,0.0432144276064113,-0.8532980878517733,-0.046028863042687,0.0,0.0,0.0,0.5059761760681749,1.0861989740932136,2.0190930629283645,0.6218264519681496,1.1455631091237408
1048,FIX_H_005,8,fixture_drift,high,normal,REWORK_REQUIRED,parallelism_error,0.0781477045730751,0.1226157755198486,-0.1405234110267919,0.0223272218809466,0.0357820450938429,0.1561464585723544,-0.1229356519380808,0.0,-0.24,-0.25,0.4967236018813631,1.0839223718607511,2.030379506258641,0.5804449151584447,1.141352135516071
904,FIX_L_001,4,fixture_drift,low,normal,REWORK_REQUIRED,parallelism_error,-0.1493850667371002,0.1161388680283922,-0.0186568938189445,0.0744649468936312,0.0109626337017853,-0.020139968312312,0.1312143901330508,0.0,0.0,0.0,0.4661855813678411,1.1430750414262,2.0073875357425663,0.5588872152125333,1.1408831690822354
695,MIX_M_005,5,mixed,medium,normal,REWORK_REQUIRED,parallelism_error,-0.4566225608768568,-0.12470317928188,0.0327148461017328,0.3089764958847605,0.0341754336144479,0.0566375138005881,-0.0841790944272499,0.5,0.24,0.0,0.5083386022803499,1.0494184950751662,2.0249177505875746,0.5903564242265977,1.1338380968055868
1030,FIX_H_003,10,fixture_drift,high,normal,REWORK_REQUIRED,parallelism_error,0.4283991003208774,-0.1187174468065679,-0.0265515802629209,0.0361464263898455,0.0245584377260468,-0.1022098028042445,-0.3241577885363695,-0.5,0.0,0.25,0.4484236303292461,1.108042753112583,2.023541015694512,0.5587606246565956,1.1298782822065616
