strategy,scenario_type,severity_level,disturbance_flag,recommendation_status,cases,mean_quality_score,worst_case_quality_score,total_group_cases,status_share_percent
batch_adaptive_setting,tilt_dominant,high,normal,OUT_OF_CORRECTION_RANGE,28,6.747516440013308,12.730553874099185,50,56.00000000000001
batch_adaptive_setting,tilt_dominant,high,normal,PASS_RECOMMENDED,13,0.7081870395176441,1.1505329327783262,50,26.0
batch_adaptive_setting,tilt_dominant,high,normal,REWORK_REQUIRED,9,1.9007214196066942,2.337077344705233,50,18.0
batch_adaptive_setting,tilt_dominant,low,normal,OUT_OF_CORRECTION_RANGE,18,3.3905144270655194,4.146663039421165,50,36.0
batch_adaptive_setting,tilt_dominant,low,normal,PASS_RECOMMENDED,10,0.5177526841542729,1.0326847463596802,50,20.0
batch_adaptive_setting,tilt_dominant,low,normal,REWORK_REQUIRED,22,1.7089129467589812,2.456914492809413,50,44.0
batch_adaptive_setting,tilt_dominant,medium,normal,OUT_OF_CORRECTION_RANGE,30,5.126348372910239,8.349700528899925,50,60.0
batch_adaptive_setting,tilt_dominant,medium,normal,PASS_RECOMMENDED,7,0.7669528008857875,1.0263809149668388,50,14.000000000000002
batch_adaptive_setting,tilt_dominant,medium,normal,REWORK_REQUIRED,13,1.6913284580783359,2.2590771061344825,50,26.0
batch_adaptive_setting,twist_dominant,high,normal,PASS_RECOMMENDED,24,0.6548808786783415,1.1311742970469645,50,48.0
batch_adaptive_setting,twist_dominant,high,normal,REWORK_REQUIRED,26,1.8265922543024353,2.4867354200783427,50,52.0
batch_adaptive_setting,twist_dominant,low,normal,PASS_RECOMMENDED,50,0.6015722338950303,1.1370994785397026,50,100.0
batch_adaptive_setting,twist_dominant,medium,normal,PASS_RECOMMENDED,34,0.696256464039986,1.1758869357768325,50,68.0
batch_adaptive_setting,twist_dominant,medium,normal,REWORK_REQUIRED,16,1.4499986907258278,1.7939012775578125,50,32.0
batch_adaptive_setting,waviness_dominant,high,normal,PASS_RECOMMENDED,30,0.766495862317725,1.2573970922099151,50,60.0
batch_adaptive_setting,waviness_dominant,high,normal,REWORK_REQUIRED,20,1.6748847786097767,2.074336184168555,50,40.0
batch_adaptive_setting,waviness_dominant,low,normal,PASS_RECOMMENDED,50,0.5726897618432265,0.9759094176931696,50,100.0
batch_adaptive_setting,waviness_dominant,medium,normal,PASS_RECOMMENDED,44,0.7448754466968208,1.430613262387663,50,88.0
batch_adaptive_setting,waviness_dominant,medium,normal,REWORK_REQUIRED,6,1.3574354764906607,1.5725009466499729,50,12.0
global_best_fixed_setting,bend_dominant,high,normal,PASS_RECOMMENDED,33,0.803522409481823,1.3815772160561777,50,66.0
global_best_fixed_setting,bend_dominant,high,normal,REWORK_REQUIRED,17,1.6824487433822137,2.2351793210094337,50,34.0
global_best_fixed_setting,bend_dominant,low,normal,PASS_RECOMMENDED,50,0.49792505079920896,0.9918861317713314,50,100.0
global_best_fixed_setting,bend_dominant,medium,normal,PASS_RECOMMENDED,42,0.7682478600815502,1.2157180522478588,50,84.0
global_best_fixed_setting,bend_dominant,medium,normal,REWORK_REQUIRED,8,1.4667611248408907,1.630816631064698,50,16.0
global_best_fixed_setting,disturbed_batch,high,disturbed,OUT_OF_CORRECTION_RANGE,50,8.525558875838623,12.10692813448696,50,100.0
global_best_fixed_setting,fixture_drift,high,normal,OUT_OF_CORRECTION_RANGE,8,2.8496804862818754,3.368877788112577,50,16.0
global_best_fixed_setting,fixture_drift,high,normal,PASS_RECOMMENDED,21,0.718273464220824,1.279703829003426,50,42.0
global_best_fixed_setting,fixture_drift,high,normal,REWORK_REQUIRED,21,1.7605107871087515,2.4968450411574192,50,42.0
global_best_fixed_setting,fixture_drift,low,normal,PASS_RECOMMENDED,31,0.6460617373032815,1.097492920802244,50,62.0
global_best_fixed_setting,fixture_drift,low,normal,REWORK_REQUIRED,19,1.3307251553058346,1.596917767477247,50,38.0
global_best_fixed_setting,fixture_drift,medium,normal,OUT_OF_CORRECTION_RANGE,4,2.5896631202060405,2.619301331337604,50,8.0
global_best_fixed_setting,fixture_drift,medium,normal,PASS_RECOMMENDED,21,0.6848838823124977,1.1804272643041789,50,42.0
global_best_fixed_setting,fixture_drift,medium,normal,REWORK_REQUIRED,25,1.8118379679456746,2.47037703837044,50,50.0
global_best_fixed_setting,mixed,high,normal,OUT_OF_CORRECTION_RANGE,31,4.554558023274526,7.347287462742124,50,62.0
global_best_fixed_setting,mixed,high,normal,PASS_RECOMMENDED,7,0.8345744464203234,1.2396481581155725,50,14.000000000000002
global_best_fixed_setting,mixed,high,normal,REWORK_REQUIRED,12,1.7179032297377523,2.2634641835485083,50,24.0
global_best_fixed_setting,mixed,low,normal,OUT_OF_CORRECTION_RANGE,17,2.895656356708194,3.4183716039501757,50,34.0
global_best_fixed_setting,mixed,low,normal,PASS_RECOMMENDED,12,0.5013432597746077,0.97058811354909,50,24.0
global_best_fixed_setting,mixed,low,normal,REWORK_REQUIRED,21,1.8786862465271195,2.494564190829648,50,42.0
global_best_fixed_setting,mixed,medium,normal,OUT_OF_CORRECTION_RANGE,29,4.079009816829617,5.497458309883871,50,57.99999999999999
global_best_fixed_setting,mixed,medium,normal,PASS_RECOMMENDED,10,0.785234136996944,1.286459501772471,50,20.0
global_best_fixed_setting,mixed,medium,normal,REWORK_REQUIRED,11,1.9868764426838155,2.388096764876856,50,22.0
global_best_fixed_setting,offset_dominant,high,normal,MANUAL_REVIEW,1,0.9507185295629632,0.9507185295629632,50,2.0
global_best_fixed_setting,offset_dominant,high,normal,PASS_RECOMMENDED,17,0.7013083145720461,1.2874670775524737,50,34.0
global_best_fixed_setting,offset_dominant,high,normal,REWORK_REQUIRED,32,1.653904817387415,2.4999528113252607,50,64.0
global_best_fixed_setting,offset_dominant,low,normal,PASS_RECOMMENDED,50,0.57184012510845,1.037042510914969,50,100.0
global_best_fixed_setting,offset_dominant,medium,normal,MANUAL_REVIEW,2,0.9186243096607563,0.9227333806814544,50,4.0
global_best_fixed_setting,offset_dominant,medium,normal,PASS_RECOMMENDED,39,0.793140595727959,1.410234838605507,50,78.0
global_best_fixed_setting,offset_dominant,medium,normal,REWORK_REQUIRED,9,1.4415313615055982,1.878356705049658,50,18.0
global_best_fixed_setting,tilt_dominant,high,normal,OUT_OF_CORRECTION_RANGE,36,6.528421801267529,9.766842158868188,50,72.0
global_best_fixed_setting,tilt_dominant,high,normal,PASS_RECOMMENDED,3,0.6574232739012444,0.8512669603203059,50,6.0
global_best_fixed_setting,tilt_dominant,high,normal,REWORK_REQUIRED,11,1.868331661607415,2.4958635637004067,50,22.0
global_best_fixed_setting,tilt_dominant,low,normal,OUT_OF_CORRECTION_RANGE,18,3.3905144270655194,4.146663039421165,50,36.0
global_best_fixed_setting,tilt_dominant,low,normal,PASS_RECOMMENDED,10,0.5177526841542729,1.0326847463596802,50,20.0
global_best_fixed_setting,tilt_dominant,low,normal,REWORK_REQUIRED,22,1.7089129467589812,2.456914492809413,50,44.0
global_best_fixed_setting,tilt_dominant,medium,normal,OUT_OF_CORRECTION_RANGE,35,4.923176980926333,7.099707818483712,50,70.0
global_best_fixed_setting,tilt_dominant,medium,normal,PASS_RECOMMENDED,7,0.7811835776080931,1.0457246962708877,50,14.000000000000002
global_best_fixed_setting,tilt_dominant,medium,normal,REWORK_REQUIRED,8,1.7468831707771253,2.2590771061344825,50,16.0
global_best_fixed_setting,twist_dominant,high,normal,PASS_RECOMMENDED,24,0.6520727678190288,1.1502454644375075,50,48.0
global_best_fixed_setting,twist_dominant,high,normal,REWORK_REQUIRED,26,1.8305377138067032,2.4867354200783427,50,52.0
global_best_fixed_setting,twist_dominant,low,normal,PASS_RECOMMENDED,50,0.6015722338950303,1.1370994785397026,50,100.0
global_best_fixed_setting,twist_dominant,medium,normal,PASS_RECOMMENDED,34,0.6980548015880275,1.1758869357768325,50,68.0
global_best_fixed_setting,twist_dominant,medium,normal,REWORK_REQUIRED,16,1.4494011879264406,1.7939012775578125,50,32.0
global_best_fixed_setting,waviness_dominant,high,normal,PASS_RECOMMENDED,30,0.766495862317725,1.2573970922099151,50,60.0
global_best_fixed_setting,waviness_dominant,high,normal,REWORK_REQUIRED,20,1.6748847786097767,2.074336184168555,50,40.0
global_best_fixed_setting,waviness_dominant,low,normal,PASS_RECOMMENDED,50,0.5726897618432265,0.9759094176931696,50,100.0
global_best_fixed_setting,waviness_dominant,medium,normal,PASS_RECOMMENDED,44,0.7450826387993889,1.430613262387663,50,88.0
global_best_fixed_setting,waviness_dominant,medium,normal,REWORK_REQUIRED,6,1.3561935025874743,1.5768415402718057,50,12.0
individual_adaptive_setting,bend_dominant,high,normal,PASS_RECOMMENDED,48,0.7317161943063413,1.236627400266251,50,96.0
individual_adaptive_setting,bend_dominant,high,normal,REWORK_REQUIRED,2,1.2225303942943817,1.2228709498166233,50,4.0
individual_adaptive_setting,bend_dominant,low,normal,PASS_RECOMMENDED,50,0.43963412382825146,0.8836225234410299,50,100.0
individual_adaptive_setting,bend_dominant,medium,normal,PASS_RECOMMENDED,48,0.701278707724999,1.1581113422526637,50,96.0
individual_adaptive_setting,bend_dominant,medium,normal,REWORK_REQUIRED,2,1.2186011667828518,1.256231663239999,50,4.0
individual_adaptive_setting,disturbed_batch,high,disturbed,PASS_RECOMMENDED,47,0.8348165109901854,1.3593405137257253,50,94.0
individual_adaptive_setting,disturbed_batch,high,disturbed,REWORK_REQUIRED,3,1.2589700643760369,1.314669333911299,50,6.0
individual_adaptive_setting,fixture_drift,high,normal,PASS_RECOMMENDED,46,0.6158171848196694,1.168299034604211,50,92.0
individual_adaptive_setting,fixture_drift,high,normal,REWORK_REQUIRED,4,1.154930935111587,1.1746443786426568,50,8.0
individual_adaptive_setting,fixture_drift,low,normal,PASS_RECOMMENDED,41,0.7144033150776863,1.0742266447555957,50,82.0
individual_adaptive_setting,fixture_drift,low,normal,REWORK_REQUIRED,9,1.1766601376837778,1.2105261793656856,50,18.0
individual_adaptive_setting,fixture_drift,medium,normal,PASS_RECOMMENDED,48,0.5737721364110605,1.0868547243346294,50,96.0
individual_adaptive_setting,fixture_drift,medium,normal,REWORK_REQUIRED,2,1.1640030197688014,1.1714232777285305,50,4.0
individual_adaptive_setting,mixed,high,normal,PASS_RECOMMENDED,48,0.6858777116659374,1.2390589836007102,50,96.0
individual_adaptive_setting,mixed,high,normal,REWORK_REQUIRED,2,1.2074118588749077,1.2187711223121904,50,4.0
individual_adaptive_setting,mixed,low,normal,PASS_RECOMMENDED,49,0.535711629144374,1.1616253628188753,50,98.0
individual_adaptive_setting,mixed,low,normal,REWORK_REQUIRED,1,1.1555805450433607,1.1555805450433607,50,2.0
individual_adaptive_setting,mixed,medium,normal,PASS_RECOMMENDED,46,0.6044482621780899,1.1143068218400995,50,92.0
individual_adaptive_setting,mixed,medium,normal,REWORK_REQUIRED,4,1.1835516927746803,1.2133550228457366,50,8.0
individual_adaptive_setting,offset_dominant,high,normal,PASS_RECOMMENDED,48,0.6531190366901567,1.1542139921696235,50,96.0
individual_adaptive_setting,offset_dominant,high,normal,REWORK_REQUIRED,2,1.1674966276992098,1.1773130205288724,50,4.0
individual_adaptive_setting,offset_dominant,low,normal,PASS_RECOMMENDED,50,0.40536225972407613,0.7036200928241261,50,100.0
individual_adaptive_setting,offset_dominant,medium,normal,PASS_RECOMMENDED,50,0.5506730232708452,1.1287054495516888,50,100.0
individual_adaptive_setting,tilt_dominant,high,normal,PASS_RECOMMENDED,49,0.5953839325587882,1.176823106917711,50,98.0
individual_adaptive_setting,tilt_dominant,high,normal,REWORK_REQUIRED,1,1.1848847238563682,1.1848847238563682,50,2.0
individual_adaptive_setting,tilt_dominant,low,normal,PASS_RECOMMENDED,45,0.5919938284472573,1.134271780399987,50,90.0
individual_adaptive_setting,tilt_dominant,low,normal,REWORK_REQUIRED,5,1.1782988722921584,1.1971198370171057,50,10.0
individual_adaptive_setting,tilt_dominant,medium,normal,PASS_RECOMMENDED,49,0.6166246066922922,1.1530527464624925,50,98.0
individual_adaptive_setting,tilt_dominant,medium,normal,REWORK_REQUIRED,1,1.161840372886525,1.161840372886525,50,2.0
individual_adaptive_setting,twist_dominant,high,normal,PASS_RECOMMENDED,49,0.6237647558403778,1.1841734046479468,50,98.0
individual_adaptive_setting,twist_dominant,high,normal,REWORK_REQUIRED,1,1.1708530614538517,1.1708530614538517,50,2.0
individual_adaptive_setting,twist_dominant,low,normal,PASS_RECOMMENDED,50,0.5961570554217509,1.126985715418753,50,100.0
individual_adaptive_setting,twist_dominant,medium,normal,PASS_RECOMMENDED,47,0.7441547495156116,1.1563547211207212,50,94.0
individual_adaptive_setting,twist_dominant,medium,normal,REWORK_REQUIRED,3,1.160944356264659,1.179575634542699,50,6.0
individual_adaptive_setting,waviness_dominant,high,normal,PASS_RECOMMENDED,46,0.8027695410705824,1.2475275236521386,50,92.0
individual_adaptive_setting,waviness_dominant,high,normal,REWORK_REQUIRED,4,1.2357755108663053,1.2959972855738415,50,8.0
individual_adaptive_setting,waviness_dominant,low,normal,PASS_RECOMMENDED,50,0.5673389793093244,0.9698322530502888,50,100.0
individual_adaptive_setting,waviness_dominant,medium,normal,PASS_RECOMMENDED,46,0.7325384699222944,1.195183409431248,50,92.0
individual_adaptive_setting,waviness_dominant,medium,normal,REWORK_REQUIRED,4,1.2442609251438461,1.2931333782025034,50,8.0
nominal_universal_baseline,bend_dominant,high,normal,PASS_RECOMMENDED,33,0.803522409481823,1.3815772160561777,50,66.0
nominal_universal_baseline,bend_dominant,high,normal,REWORK_REQUIRED,17,1.6824487433822137,2.2351793210094337,50,34.0
nominal_universal_baseline,bend_dominant,low,normal,PASS_RECOMMENDED,50,0.49792505079920896,0.9918861317713314,50,100.0
nominal_universal_baseline,bend_dominant,medium,normal,PASS_RECOMMENDED,42,0.7682478600815502,1.2157180522478588,50,84.0
nominal_universal_baseline,bend_dominant,medium,normal,REWORK_REQUIRED,8,1.4667611248408907,1.630816631064698,50,16.0
nominal_universal_baseline,disturbed_batch,high,disturbed,OUT_OF_CORRECTION_RANGE,50,8.525558875838623,12.10692813448696,50,100.0
nominal_universal_baseline,fixture_drift,high,normal,OUT_OF_CORRECTION_RANGE,8,2.8496804862818754,3.368877788112577,50,16.0
nominal_universal_baseline,fixture_drift,high,normal,PASS_RECOMMENDED,21,0.718273464220824,1.279703829003426,50,42.0
nominal_universal_baseline,fixture_drift,high,normal,REWORK_REQUIRED,21,1.7605107871087515,2.4968450411574192,50,42.0
nominal_universal_baseline,fixture_drift,low,normal,PASS_RECOMMENDED,31,0.6460617373032815,1.097492920802244,50,62.0
nominal_universal_baseline,fixture_drift,low,normal,REWORK_REQUIRED,19,1.3307251553058346,1.596917767477247,50,38.0
nominal_universal_baseline,fixture_drift,medium,normal,OUT_OF_CORRECTION_RANGE,4,2.5896631202060405,2.619301331337604,50,8.0
nominal_universal_baseline,fixture_drift,medium,normal,PASS_RECOMMENDED,21,0.6848838823124977,1.1804272643041789,50,42.0
nominal_universal_baseline,fixture_drift,medium,normal,REWORK_REQUIRED,25,1.8118379679456746,2.47037703837044,50,50.0
nominal_universal_baseline,mixed,high,normal,OUT_OF_CORRECTION_RANGE,31,4.554558023274526,7.347287462742124,50,62.0
nominal_universal_baseline,mixed,high,normal,PASS_RECOMMENDED,7,0.8345744464203234,1.2396481581155725,50,14.000000000000002
nominal_universal_baseline,mixed,high,normal,REWORK_REQUIRED,12,1.7179032297377523,2.2634641835485083,50,24.0
nominal_universal_baseline,mixed,low,normal,OUT_OF_CORRECTION_RANGE,17,2.895656356708194,3.4183716039501757,50,34.0
nominal_universal_baseline,mixed,low,normal,PASS_RECOMMENDED,12,0.5013432597746077,0.97058811354909,50,24.0
nominal_universal_baseline,mixed,low,normal,REWORK_REQUIRED,21,1.8786862465271195,2.494564190829648,50,42.0
nominal_universal_baseline,mixed,medium,normal,OUT_OF_CORRECTION_RANGE,29,4.079009816829617,5.497458309883871,50,57.99999999999999
nominal_universal_baseline,mixed,medium,normal,PASS_RECOMMENDED,10,0.785234136996944,1.286459501772471,50,20.0
nominal_universal_baseline,mixed,medium,normal,REWORK_REQUIRED,11,1.9868764426838155,2.388096764876856,50,22.0
nominal_universal_baseline,offset_dominant,high,normal,MANUAL_REVIEW,1,0.9507185295629632,0.9507185295629632,50,2.0
nominal_universal_baseline,offset_dominant,high,normal,PASS_RECOMMENDED,17,0.7013083145720461,1.2874670775524737,50,34.0
nominal_universal_baseline,offset_dominant,high,normal,REWORK_REQUIRED,32,1.653904817387415,2.4999528113252607,50,64.0
nominal_universal_baseline,offset_dominant,low,normal,PASS_RECOMMENDED,50,0.57184012510845,1.037042510914969,50,100.0
nominal_universal_baseline,offset_dominant,medium,normal,MANUAL_REVIEW,2,0.9186243096607563,0.9227333806814544,50,4.0
nominal_universal_baseline,offset_dominant,medium,normal,PASS_RECOMMENDED,39,0.793140595727959,1.410234838605507,50,78.0
nominal_universal_baseline,offset_dominant,medium,normal,REWORK_REQUIRED,9,1.4415313615055982,1.878356705049658,50,18.0
nominal_universal_baseline,tilt_dominant,high,normal,OUT_OF_CORRECTION_RANGE,36,6.528421801267529,9.766842158868188,50,72.0
nominal_universal_baseline,tilt_dominant,high,normal,PASS_RECOMMENDED,3,0.6574232739012444,0.8512669603203059,50,6.0
nominal_universal_baseline,tilt_dominant,high,normal,REWORK_REQUIRED,11,1.868331661607415,2.4958635637004067,50,22.0
nominal_universal_baseline,tilt_dominant,low,normal,OUT_OF_CORRECTION_RANGE,18,3.3905144270655194,4.146663039421165,50,36.0
nominal_universal_baseline,tilt_dominant,low,normal,PASS_RECOMMENDED,10,0.5177526841542729,1.0326847463596802,50,20.0
nominal_universal_baseline,tilt_dominant,low,normal,REWORK_REQUIRED,22,1.7089129467589812,2.456914492809413,50,44.0
nominal_universal_baseline,tilt_dominant,medium,normal,OUT_OF_CORRECTION_RANGE,35,4.923176980926333,7.099707818483712,50,70.0
nominal_universal_baseline,tilt_dominant,medium,normal,PASS_RECOMMENDED,7,0.7811835776080931,1.0457246962708877,50,14.000000000000002
nominal_universal_baseline,tilt_dominant,medium,normal,REWORK_REQUIRED,8,1.7468831707771253,2.2590771061344825,50,16.0
nominal_universal_baseline,twist_dominant,high,normal,PASS_RECOMMENDED,24,0.6520727678190288,1.1502454644375075,50,48.0
nominal_universal_baseline,twist_dominant,high,normal,REWORK_REQUIRED,26,1.8305377138067032,2.4867354200783427,50,52.0
nominal_universal_baseline,twist_dominant,low,normal,PASS_RECOMMENDED,50,0.6015722338950303,1.1370994785397026,50,100.0
nominal_universal_baseline,twist_dominant,medium,normal,PASS_RECOMMENDED,34,0.6980548015880275,1.1758869357768325,50,68.0
nominal_universal_baseline,twist_dominant,medium,normal,REWORK_REQUIRED,16,1.4494011879264406,1.7939012775578125,50,32.0
nominal_universal_baseline,waviness_dominant,high,normal,PASS_RECOMMENDED,30,0.766495862317725,1.2573970922099151,50,60.0
nominal_universal_baseline,waviness_dominant,high,normal,REWORK_REQUIRED,20,1.6748847786097767,2.074336184168555,50,40.0
nominal_universal_baseline,waviness_dominant,low,normal,PASS_RECOMMENDED,50,0.5726897618432265,0.9759094176931696,50,100.0
nominal_universal_baseline,waviness_dominant,medium,normal,PASS_RECOMMENDED,44,0.7450826387993889,1.430613262387663,50,88.0
nominal_universal_baseline,waviness_dominant,medium,normal,REWORK_REQUIRED,6,1.3561935025874743,1.5768415402718057,50,12.0
