assembly_id,zero_final_quality,direct_final_quality,deterministic_final_quality,structured_final_quality
100103,1.1203688046929727,0.11351714938967584,0.1555724341400804,0.1387249828978121
100104,1.6476694982840976,0.12332263150756978,0.1664338461769562,0.155798262002214
100105,0.8984358692273244,0.08273035102822376,0.1026884875090622,0.0952555663903619
100106,1.4195328822692241,0.15459316014542313,0.1938790793793828,0.2221199764094968
100107,0.6906919224689411,0.15746075814448846,0.2160033850593376,0.2037233243029169
100108,1.2770236148046386,0.12099222673051914,0.1663388642814175,0.1315387096443376
100109,1.1295645223749755,0.07374035451356807,0.0961737321169701,0.0941649699633304
100110,1.0872295944050576,0.11538106877626618,0.147443752530487,0.1531538188787038
100111,0.8051188398483232,0.0672274491248393,0.0851624873310406,0.09670596939754
100112,1.3404817778590785,0.16463610491627662,0.219280948071608,0.425472691174819
100113,1.0369772755552704,0.19115185599704032,0.2565199095278245,0.2450435675601923
100114,0.8930114675261689,0.08903259005405408,0.11397716612599,0.1401946073949336
100115,0.9824706608894581,0.18616127599273463,0.2264976513324282,0.3098341467173133
100116,1.4566589561641643,0.13249911045562762,0.1623807112564569,0.2177004982485657
100117,0.8027507462202839,0.03428058462868101,0.0427277017915782,0.2988121453502524
100118,1.2940007423933788,0.25096029234704964,0.3470151241961878,0.2687578181150275
100119,0.8324908981478896,0.2343105423826433,0.3203446785202263,0.2473306907800121
100120,0.8412607887689496,0.17022721741747524,0.202602157265907,0.3226360655475723
100121,1.2886385960348987,0.1063647086708946,0.1435151670472715,0.1997602403373618
100122,0.5112260175096768,0.07764393247325241,0.094669791455461,0.1525400008461294
100123,0.5674960783117713,0.035368114048532004,0.0396714907710365,0.0713415827437861
100124,0.7960127274573586,0.12726445080429644,0.1680695776467879,0.2374056634630618
100125,0.8869680744587896,0.05751817319386818,0.0780044280325856,0.0695450158429669
100126,1.2187153002557713,0.25362537675317237,0.3467478599093576,0.3237768520836813
100127,0.5972012866687277,0.1334321531394834,0.1790203658092965,0.1585933613627764
100128,0.5707928595234129,0.10888629188490195,0.1417617856126611,0.1405470196335941
100129,0.37208981597119906,0.04399627456101733,0.0541794092040308,0.0991510448645756
100130,0.8514901449036876,0.21401755946294618,0.286011813068071,0.2702290453265594
100131,0.9482263436677725,0.17151446463114017,0.2225902614789151,0.2920694739770956
100132,0.6069919732851337,0.13755562311062378,0.1837610844702383,0.2464195025291155
100133,1.2050616987091616,0.06282485409742586,0.0555197810763915,0.1283181484478044
100134,0.7764741947362332,0.18757049838739753,0.248644590936689,0.2995219053437177
100135,0.6943054798431341,0.13522903044498608,0.182841638927945,0.1779657282406019
100136,0.8351646882013402,0.09168499289601106,0.1041387037646056,0.1700226743072366
100137,1.1004225924147322,0.2282790040622982,0.3058231023515898,0.3301262699523323
100138,0.8741805013354166,0.2913388133389664,0.3836728523652546,0.3155537079700951
100139,0.7659878257062305,0.047807032775817875,0.0552879033902804,0.0754893113080904
100140,1.1175007438672497,0.18068381607313905,0.2380737035601803,0.2631683760394044
100141,0.41318288955237314,0.09682181338717084,0.1232065775208146,0.140825757780131
100142,0.5335622701416683,0.22406913371147016,0.3083094602047459,0.2655247118192918
100143,0.33758708954296035,0.13238411857742818,0.1779347043757604,0.1899316138877798
100144,1.1083371817207586,0.20050540221410204,0.2397147846468297,0.3988781300954785
100145,0.48831046184561433,0.052310006870311926,0.0597291700846894,0.1291532941677777
100146,0.5114505303368572,0.06175957435889656,0.085868949381467,0.0981125673592146
100147,1.1144545937953814,0.14354913062442265,0.1965619451549683,0.1412266258238794
100148,0.7527016443365491,0.2852258734634977,0.3711621718089569,0.4255589979385498
100149,0.5635898859847355,0.15478676235639055,0.2142543546588861,0.1612735715938127
100150,0.2194678324263739,0.09996465715434572,0.1315063338615483,0.1994956538370328
100151,0.9350243080437144,0.21801628956890792,0.2837927451464745,0.2734787567544237
100152,0.46919667561211786,0.11190034318792079,0.1296966386071978,0.1326175214557803
100153,0.5876870720501857,0.16967850595360304,0.1992371821298776,0.2554452148210957
100154,0.7798546833065958,0.1607193324278642,0.1835931818892079,0.1630806367043584
100155,0.7884609432944725,0.1595217906772632,0.2020954677348036,0.1862122750987905
100156,1.0808635176523895,0.2305807733503431,0.3041075449298451,0.270886143126712
100157,0.6488951337064135,0.18212557379947233,0.2258918992339214,0.2227469300261423
100158,0.9139253406067529,0.22344933023470395,0.2898592484106165,0.2326814325548074
100159,0.9905419569871231,0.1490693589788699,0.1890463876430786,0.1817906236454898
100160,0.5686694278366579,0.08824847745142028,0.0899215365822507,0.1596248872031667
100161,0.7084345707295596,0.07951669955842261,0.0869821879935055,0.1430676101586689
100162,0.7661036857723343,0.16942550218397112,0.1873520891042801,0.2371648259689308
100163,0.5342324206336321,0.16349429088204848,0.213637202543666,0.211214908176444
100164,1.1238717791737238,0.18269997186512454,0.2199712650751668,0.2618314271927685
100165,0.47679212895297535,0.09379273144862314,0.1059738234505258,0.1066410612690426
100166,0.7547504118653896,0.24830951732168038,0.3265977783358419,0.2906127113633935
100167,0.5429554314320014,0.07135517309597939,0.0848622234870911,0.1091167216518518
100168,0.8737686354142662,0.2531540950241343,0.3314068564521516,0.2936702126976829
100169,0.2842104460117664,0.07805410422262751,0.099678726840937,0.1353150923770868
100170,0.6389026529838394,0.12775859877079282,0.1462868377231447,0.2380427570177743
100171,0.7863761667169628,0.16079772912124846,0.1996439214036857,0.201621996679086
100172,0.973652614378646,0.2959745131867922,0.3871870036116256,0.321503329060736
100173,1.3836574731343751,0.16222769937334547,0.1895870523651616,0.2391915592228657
100174,1.5864419837244355,0.27451351490195663,0.3391705137678513,0.321118017916819
100175,0.9196964291153781,0.16717501842140167,0.2015584020509072,0.1932504542018068
100176,1.0250562403566776,0.21844214375233342,0.2636311910823439,0.37151914740922
100177,1.5371482874183788,0.21581628541995465,0.2343417524445806,0.3116180493077786
100178,1.0758249602042829,0.17797485230522217,0.2147290812344311,0.2177580536198644
100179,0.7990068194939065,0.19771153511964543,0.236145207030586,0.2929932640892078
100180,0.6860934744630164,0.1306530103994603,0.1554673153374624,0.2505679402177614
100181,1.1828886974198913,0.21724055798356792,0.2831129983116649,0.2398944688804929
100182,1.0048140063369013,0.3275372252353337,0.4074967491602597,0.649907226733873
100183,1.0793043513654823,0.1874872394589017,0.2243851624292768,0.2699326482482501
100184,0.47844923760484687,0.23792571096948756,0.3135895518701945,0.2916137336882739
100185,0.895980171116887,0.25001057587745473,0.3286435498753551,0.2718207950128383
100186,1.1051240114488863,0.2103517251592003,0.2550087313555984,0.3008723255680079
100187,1.241048261167551,0.14114050671428677,0.1541653905780578,0.2256235188198508
100188,0.6735058325081941,0.23365826644465965,0.2928343706237131,0.3311634805089746
100189,0.9458160436006745,0.2437822266714238,0.3232287521176803,0.2696442082623737
100190,0.8961408638323398,0.26291170197135755,0.3423590886608806,0.3670346997995375
100191,0.5258927859035084,0.20277571126523916,0.2634490532977167,0.2325100960013298
100192,0.8428227425773827,0.16329713779120858,0.1835788970340857,0.2111781356316434
100193,0.6390576294382613,0.11616700002532404,0.1332075908778535,0.1601189441976873
100194,1.4633855172697898,0.21187695796129263,0.2693176317045367,0.2776394232812272
100195,1.018698237419527,0.2023158515908844,0.2535761322092428,0.3054567996353313
100196,1.2070772719611564,0.17491678088962193,0.2106571097633287,0.2560084379022322
100197,0.48469895659176143,0.14321152637747422,0.179908381436103,0.2084974063506465
100198,1.6535482673656277,0.20178174179359476,0.2520902903965432,0.2834356972667619
100199,1.0696225643287942,0.110233514409186,0.1209481303744008,0.1680358059556969
100200,1.3420199862709161,0.2590548760719839,0.3455198879412073,0.3242792027275042
100201,1.0345502885242601,0.21545907291684208,0.2829296314917034,0.3430232809407407
100202,0.20804049355324272,0.06742562939294827,0.0782122553406603,0.1027179594463666
100203,0.7907767393232834,0.1461269074397501,0.189424996114473,0.2641053505239326
100204,0.386043311251522,0.13377259136747904,0.1794501749275925,0.1410395377049207
100205,0.29754415245954885,0.15916933134770536,0.218954250314326,0.1832688018654404
100206,0.721789811822255,0.23691048702655587,0.2979055150986109,0.2853240067221972
100207,0.23481271874904744,0.13803047896024395,0.186358699980838,0.1669335006134996
100208,0.8370410995541308,0.3495520202077653,0.4778809350068932,0.4234127409802771
100209,1.0971699798163717,0.10648792514968554,0.1302836063436525,0.1219787371074496
100210,0.39108371524265795,0.11111918228617657,0.1391933118972826,0.1969133341145025
100211,0.27029239926454535,0.06368687384060935,0.0855806464926698,0.0740914225718603
100212,0.5760180020776913,0.1739215565719583,0.2348459079271405,0.1945570433951128
100213,0.6785317468263882,0.2777995324631899,0.3697352926603209,0.447658854773539
100214,1.8008715453947657,0.24325945931639306,0.3263389424238564,0.3010427458026188
100215,0.6620579915708495,0.1345111380187674,0.1834037522633189,0.1419599399539666
100216,0.8148300879351501,0.256808205095553,0.3195287943971792,0.4421564324905714
100217,0.7587754148127858,0.19310149315893313,0.2580755749460117,0.3416717374177114
100218,0.645761438317862,0.1097219659224385,0.1491926933116758,0.119746856895422
100219,0.23331846961651148,0.07788229502591269,0.1043964436307963,0.1244322297408692
100220,0.6170985021011148,0.3386644748289168,0.4632687355251345,0.5184115489718404
100221,0.5582866451676337,0.1269489211923045,0.1590222396581904,0.4537225406350419
100222,0.37313726218715126,0.28787606028328444,0.3976038659446286,0.2944616943890417
100223,0.7844938056502373,0.2634993483829117,0.3452402069405986,0.3852006639442095
100224,1.94631181563077,0.15801079245337554,0.2120714256138772,0.1844577832755967
100225,0.9101973603113994,0.1364857893566714,0.1727704719340191,0.2011620353421332
100226,0.6611176257742084,0.07269253894789786,0.0633839872624927,0.0792115624896458
100227,0.9778391134139431,0.07175722622109237,0.0891719057610096,0.1649256140286545
100228,0.680807130548591,0.12863404719720703,0.1767806038015078,0.16247900949252
100229,1.099898962696761,0.21729142046260086,0.2921313270930428,0.2813994429204568
100230,2.189742297233972,0.22461882567127162,0.3055552404880148,0.4980792745090287
100231,0.6205109245259289,0.19397979628280818,0.2437848316654515,0.3074090458676108
100232,0.5120908716685655,0.09486144981336761,0.1300953897432603,0.1103478429930849
100233,0.6254902443000674,0.33548136164604764,0.4532674608306457,0.6254902443000674
100234,1.2238784234686704,0.13151121805237764,0.1807299020477475,0.1730858074737222
100235,0.569263169667652,0.1457261284370131,0.1826382794988973,0.2753395175182047
100236,0.35569089119695757,0.12136649280431963,0.1614602457624875,0.1843324622032678
100237,1.037143127847947,0.18786486913741593,0.2505016645762566,0.2914945799620978
100238,0.4856883858438374,0.2293201295738515,0.3046131951986207,0.367930156890607
100239,0.6978176141858692,0.27609910254000203,0.3687511862942382,0.3528052097917301
100240,0.7181537092868202,0.2457620687596405,0.3266782510014346,0.2672765741300036
100241,0.4370675183856338,0.14368311198606307,0.1758847805409,0.2846166879495778
100242,0.6378401107197189,0.35394009369808865,0.4701131626416635,0.4125283494477885
100243,0.8225737388557665,0.1222853258586714,0.1593077988264583,0.1649201111114389
100244,0.4726653722924196,0.07558327388483517,0.105034244056063,0.0772014095941071
100245,0.23114110756827705,0.0874195554040639,0.1116872593009345,0.0882858856031452
100246,0.8427356843886284,0.14418131048214675,0.1854964777244613,0.1863740241999791
100247,0.46030798125430056,0.2549527256750349,0.3446372880435689,0.2861214712748161
100248,0.3790387418006399,0.2616172100279702,0.3505662175130788,0.2854795605225907
100249,0.4530217209024777,0.1602678138435157,0.2073829288329219,0.3630025579851562
100250,1.9614143018059331,0.25367919562664626,0.3186087314859344,0.5511544978320586
100251,0.8348145058071869,0.1699256834558619,0.2075515370767128,0.3367388417273927
100252,1.7885822220214254,0.3330398401552803,0.4425446755728978,0.4153211925030895
100253,1.1657971941753564,0.2826835631091458,0.3669237527146449,0.4338979580657298
100254,1.1069164992878413,0.2924270072337193,0.3864186720628429,0.3515560321273905
100255,0.8597375117339997,0.07842556353721385,0.0792615377331904,0.1574071378974433
100256,0.8938242357992823,0.2017086994812498,0.2578239691700473,0.2543524307920216
100257,0.9617137309247092,0.400126380054986,0.5466919796095577,0.4235927898109077
100258,0.5385060783053432,0.22834736031778446,0.29289295799955,0.3400879360616866
100259,0.3856608550337177,0.16275659575631485,0.203686526759432,0.259156586866883
100260,0.5856949180299676,0.22668722811906272,0.2985257478251366,0.2954117414146279
100261,1.5071014563160867,0.24032922975430104,0.3200008235395851,0.2894491104907092
100262,1.2241798877698296,0.09563987428369401,0.1010454784080178,0.1189558337208277
100263,1.8837401871214232,0.26887056154215194,0.34832087360332,0.4165096714900571
100264,0.8874395476859037,0.10173955063270601,0.1108417433495095,0.1975439855184404
100265,1.6521372770734755,0.14422948266785232,0.1881184905591937,0.1795364457195227
100266,1.5359362000631207,0.2837186021281783,0.3907194604542905,0.2965371710096458
100267,1.9996095412061226,0.21107873521647616,0.2808182975003611,0.3213219095810512
100268,1.8445211915727768,0.31992463305092217,0.4332281016865247,0.3575678344609222
100269,1.6570135932330803,0.14371607668575878,0.1900696804588822,0.1692904966362354
100270,2.1910593123806463,0.11351701018096694,0.1443256706943468,0.1569305142158673
100271,1.3241240828270953,0.18108248097153218,0.2326551477637033,0.2174310742326783
100272,2.16251573893139,0.20117217201813611,0.2106186454950017,0.2668854700466615
100273,1.9255870886339925,0.34848211567481535,0.4620597692744276,0.4876673192088066
100274,1.473148531656652,0.3029142775420374,0.3914262520612541,0.3964927607090664
100275,1.5713092109733189,0.21726880384778233,0.2619294037770183,0.3401325964203469
100276,2.0412021207812927,0.322543472072054,0.3941040130349482,0.4271849782767752
100277,2.5633648677779446,0.1904605392504002,0.2147903951394194,0.5800080753200176
100278,1.5846268817027482,0.23631374068706493,0.285308672541949,0.2958617557142373
100279,1.4646483606572716,0.3650322554198925,0.4716267859314035,0.4241115769665728
100280,2.029627559573857,0.25564476381970763,0.306762075268691,0.3382360356346784
100281,1.1045914749828636,0.18044968610129605,0.2361281844446603,0.2726214179358843
100282,1.3523248207561862,0.13045613255713162,0.1463152758754843,0.2715505109934999
100283,1.17733339599474,0.14683118902895084,0.1919877421045546,0.182929559863398
100284,2.4055393907231943,0.12197716762806601,0.1643969371293125,0.1724760554919291
100285,2.3436796655195096,0.11400013749652885,0.1302457080685481,0.145953106494951
100286,0.933801485586469,0.28398117972940146,0.3803921395815599,0.3493902892063734
100287,1.3312850861804637,0.17002477192767648,0.2063622940879304,0.2489979925543254
100288,2.190383238066085,0.1333770986757897,0.1768138621210703,0.248446172668992
100289,1.777429651940285,0.27572124320013613,0.3475744756396741,0.4890572936621948
100290,1.9574508884445843,0.16637590022141902,0.2081063493930028,0.1956135812483964
100291,1.586974422891276,0.2734705814895233,0.3582164320415101,0.3399277850255848
100292,0.6981894505830023,0.24416560543630322,0.3207383704441944,0.4041151326546587
100293,1.31263522688464,0.08865339082801371,0.1071754637620864,0.1282002192290103
100294,1.0086006383875852,0.14851648167071277,0.1960035684080995,0.1623499997426453
100295,1.4760038158608846,0.21898812435194198,0.2710768338585537,0.2577103887904442
100296,1.5362411853460685,0.26564694104020214,0.3572031468500428,0.3522336765850523
100297,1.3452986078862137,0.20906737267449121,0.2625582179715756,0.2991636056624872
100298,2.207304784367974,0.29041438926368923,0.3807280595797534,0.3510816010432674
100299,1.2652748422151059,0.1439280837291366,0.1820382782460037,0.1814638394178227
100300,1.030939297562922,0.18302003867674602,0.2247390394032808,0.290403521002092
