assembly_id,zero_final_quality,deterministic_final_quality,structured_final_quality,structured_advantage,absolute_quality_difference,winner,initial_quality_quartile
100017,0.3116204018492063,0.1482423128268947,0.170398241583146,-0.022155928756251303,0.022155928756251303,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100018,0.9454927829709754,0.2938660920090236,0.3035282557387521,-0.009662163729728501,0.009662163729728501,DETERMINISTIC_LSQ,Q3
100019,0.5640808402962245,0.1201629702590747,0.1622896372649866,-0.0421266670059119,0.0421266670059119,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100020,0.970797125439222,0.1777091158354496,0.151342341141245,0.026366774694204592,-0.026366774694204592,STRUCTURED20,Q3
100021,0.984337840958732,0.1368690839159204,0.1298305292830048,0.007038554632915611,-0.007038554632915611,STRUCTURED20,Q3
100022,0.289603455799798,0.1923194241340463,0.2067098923679152,-0.014390468233868914,0.014390468233868914,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100023,0.4497174103163716,0.0672195124211061,0.0717670005961089,-0.004547488175002792,0.004547488175002792,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100024,0.4518401601118228,0.2059646511223277,0.2581004692392147,-0.052135818116887,0.052135818116887,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100025,0.6572303151351303,0.2542140382038013,0.2273781976722506,0.026835840531550692,-0.026835840531550692,STRUCTURED20,Q2
100026,0.5446505226150772,0.124158765082098,0.1686015025008398,-0.0444427374187418,0.0444427374187418,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100027,0.3663623540527943,0.1212183698994613,0.1339019897560332,-0.012683619856571904,0.012683619856571904,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100028,0.4780277968696324,0.221585093342894,0.2321732840849327,-0.010588190742038706,0.010588190742038706,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100029,0.5155696035755715,0.1667707446833393,0.1801504114291368,-0.013379666745797492,0.013379666745797492,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100030,1.3655728409158183,0.139415628336468,0.1576998553183108,-0.01828422698184279,0.01828422698184279,DETERMINISTIC_LSQ,Q4_highest_initial_error
100031,0.2082115813512549,0.193758304699513,0.2149287379152025,-0.02117043321568951,0.02117043321568951,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100032,0.5173858454002654,0.0818532127302785,0.1085964750010016,-0.0267432622707231,0.0267432622707231,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100033,0.2571293280119716,0.1426422255836418,0.1709408684158275,-0.028298642832185694,0.028298642832185694,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100034,0.3889899048438474,0.0369276351282797,0.0711293151313888,-0.0342016800031091,0.0342016800031091,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100035,0.3617749802187941,0.1492906342780907,0.1747741985372666,-0.025483564259175917,0.025483564259175917,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100036,0.6183498455036242,0.4008484254885371,0.3719346180545548,0.028913807433982308,-0.028913807433982308,STRUCTURED20,Q2
100037,0.4458846073766435,0.2910911018756639,0.2758327814716427,0.015258320404021197,-0.015258320404021197,STRUCTURED20,Q1_lowest_initial_error
100038,0.7744873580280068,0.1992847169725463,0.1753029476960689,0.023981769276477383,-0.023981769276477383,STRUCTURED20,Q2
100039,0.8756917935613757,0.1981287869933001,0.2493900683612774,-0.05126128136797728,0.05126128136797728,DETERMINISTIC_LSQ,Q3
100040,0.3686203161204649,0.4226154447808947,0.3310205137179078,0.09159493106298688,-0.09159493106298688,STRUCTURED20,Q1_lowest_initial_error
100041,0.8269756258822367,0.1542645833250577,0.1712649245394024,-0.017000341214344683,0.017000341214344683,DETERMINISTIC_LSQ,Q2
100042,0.8987575605599354,0.2707575284077569,0.2773567824655362,-0.00659925405777928,0.00659925405777928,DETERMINISTIC_LSQ,Q3
100043,0.4110277569528822,0.1322425008786844,0.166994571937263,-0.03475207105857861,0.03475207105857861,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100044,0.1591168454348641,0.1524828796013277,0.122785881523481,0.029696998077846704,-0.029696998077846704,STRUCTURED20,Q1_lowest_initial_error
100045,0.4263998227598448,0.2083006388923537,0.2561301919171595,-0.04782955302480582,0.04782955302480582,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100046,0.8895852383117743,0.4117374742917914,0.3187464526103619,0.09299102168142953,-0.09299102168142953,STRUCTURED20,Q3
100047,0.148537257526927,0.1083394279759907,0.1065130513321109,0.0018263766438797874,-0.0018263766438797874,STRUCTURED20,Q1_lowest_initial_error
100048,0.638072878525773,0.2040237017165573,0.2333771787657167,-0.029353477049159415,0.029353477049159415,DETERMINISTIC_LSQ,Q2
100049,0.3637311468230257,0.1576073243588243,0.1994406103175448,-0.04183328595872049,0.04183328595872049,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100050,0.9401570492448288,0.0518685406648668,0.1102959138469973,-0.0584273731821305,0.0584273731821305,DETERMINISTIC_LSQ,Q3
100051,1.0717074159474038,0.0334071017086728,0.1011841364483414,-0.06777703473966859,0.06777703473966859,DETERMINISTIC_LSQ,Q3
100052,1.6247449849577345,0.1027653880494112,0.1546106614858594,-0.051845273436448194,0.051845273436448194,DETERMINISTIC_LSQ,Q4_highest_initial_error
100053,1.5232245647269893,0.2688669650901131,0.2218233624573337,0.0470436026327794,-0.0470436026327794,STRUCTURED20,Q4_highest_initial_error
100054,1.4190304732585717,0.3375210468516936,0.2726584412975305,0.06486260555416312,-0.06486260555416312,STRUCTURED20,Q4_highest_initial_error
100055,0.7385249096155712,0.0186997030798279,0.0436402137221051,-0.024940510642277203,0.024940510642277203,DETERMINISTIC_LSQ,Q2
100056,2.8886383440421106,0.4731200411045743,0.3437781326231672,0.1293419084814071,-0.1293419084814071,STRUCTURED20,Q4_highest_initial_error
100057,0.9644004480896392,0.0777032271556379,0.1369568282004799,-0.05925360104484201,0.05925360104484201,DETERMINISTIC_LSQ,Q3
100058,1.521741340883885,0.318882903829094,0.3667027215574922,-0.04781981772839816,0.04781981772839816,DETERMINISTIC_LSQ,Q4_highest_initial_error
100059,1.5936871278580842,0.0220139459979544,0.074092811637614,-0.0520788656396596,0.0520788656396596,DETERMINISTIC_LSQ,Q4_highest_initial_error
100060,0.9590689191092948,0.0111340268357057,0.0377884685901192,-0.0266544417544135,0.0266544417544135,DETERMINISTIC_LSQ,Q3
100061,1.4137567859586289,0.1679208489179447,0.1473308055193225,0.020590043398622193,-0.020590043398622193,STRUCTURED20,Q4_highest_initial_error
100062,1.1439242011774349,0.4189927191641796,0.4022069779255969,0.016785741238582674,-0.016785741238582674,STRUCTURED20,Q3
100063,1.1259090755446648,0.1942587026123257,0.2545393153098255,-0.06028061269749979,0.06028061269749979,DETERMINISTIC_LSQ,Q3
100064,1.073855274623158,0.252340712983101,0.1919221569056303,0.06041855607747071,-0.06041855607747071,STRUCTURED20,Q3
100065,0.7994043670111379,0.0805756627514847,0.0741898830985144,0.006385779652970297,-0.006385779652970297,STRUCTURED20,Q2
100066,1.9763803613139688,0.1816418859809865,0.183462689189476,-0.0018208032084895132,0.0018208032084895132,DETERMINISTIC_LSQ,Q4_highest_initial_error
100067,1.03920445349236,0.2892793996043854,0.2869576700244049,0.0023217295799805027,-0.0023217295799805027,STRUCTURED20,Q3
100068,1.0505705063908006,0.2192494818317839,0.2422683091839409,-0.023018827352157017,0.023018827352157017,DETERMINISTIC_LSQ,Q3
100069,1.5674835822495303,0.2593970920694095,0.2405061743371722,0.018890917732237278,-0.018890917732237278,STRUCTURED20,Q4_highest_initial_error
100070,1.95652664028803,0.3756820885284526,0.3455236359838394,0.03015845254461319,-0.03015845254461319,STRUCTURED20,Q4_highest_initial_error
100071,1.4218815616789229,0.1080821891781331,0.1982457601296508,-0.09016357095151771,0.09016357095151771,DETERMINISTIC_LSQ,Q4_highest_initial_error
100072,1.1973164670102097,0.2349997090402867,0.2377810453740131,-0.002781336333726403,0.002781336333726403,DETERMINISTIC_LSQ,Q3
100073,1.0222642660689385,0.3335357551542286,0.2926196115574779,0.04091614359675072,-0.04091614359675072,STRUCTURED20,Q3
100074,1.2152389942060695,0.3030252910432045,0.2181403300942693,0.08488496094893522,-0.08488496094893522,STRUCTURED20,Q4_highest_initial_error
100075,1.1125049214194251,0.320580599478227,0.2744878793155543,0.046092720162672685,-0.046092720162672685,STRUCTURED20,Q3
100076,0.9355320085421496,0.4716249476855906,0.4927900186743854,-0.021165070988794776,0.021165070988794776,DETERMINISTIC_LSQ,Q3
100077,1.427406982387764,0.2026371528847817,0.2228251508635431,-0.02018799797876139,0.02018799797876139,DETERMINISTIC_LSQ,Q4_highest_initial_error
100078,0.9495733633076496,0.1346546732066963,0.1222545755171164,0.012400097689579906,-0.012400097689579906,STRUCTURED20,Q3
100079,1.00431232462138,0.177068378406367,0.2178163616314463,-0.040747983225079304,0.040747983225079304,DETERMINISTIC_LSQ,Q3
100080,1.1518722347429735,0.0475003310714758,0.1462087123369914,-0.0987083812655156,0.0987083812655156,DETERMINISTIC_LSQ,Q3
100081,0.8143618633438813,0.0912091135751127,0.0987839160145925,-0.007574802439479791,0.007574802439479791,DETERMINISTIC_LSQ,Q2
100082,1.1159338905709846,0.4107524831739011,0.3318717355050565,0.07888074766884462,-0.07888074766884462,STRUCTURED20,Q3
100083,0.4793502065218397,0.2573425035424485,0.2593178819862602,-0.0019753784438117372,0.0019753784438117372,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100084,0.7936047071192733,0.3385343600673796,0.2680675123464345,0.07046684772094508,-0.07046684772094508,STRUCTURED20,Q2
100085,1.073670943743007,0.1512160517833848,0.1472211085634787,0.003994943219906094,-0.003994943219906094,STRUCTURED20,Q3
100086,1.5791026600267166,0.2618037636759975,0.2331470566462418,0.0286567070297557,-0.0286567070297557,STRUCTURED20,Q4_highest_initial_error
100087,0.7025182246272819,0.1152964569556712,0.2229011958045748,-0.10760473884890359,0.10760473884890359,DETERMINISTIC_LSQ,Q2
100088,1.1791388148286526,0.0899076167055031,0.1307205639089457,-0.04081294720344261,0.04081294720344261,DETERMINISTIC_LSQ,Q3
100089,0.2541494630201771,0.0060357215356935,0.0075545369496863,-0.0015188154139927999,0.0015188154139927999,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100090,0.7628914544816842,0.320033510579799,0.3428685917558567,-0.022835081176057703,0.022835081176057703,DETERMINISTIC_LSQ,Q2
100091,0.6314498747247652,0.0850136144451452,0.1369638221690603,-0.05195020772391511,0.05195020772391511,DETERMINISTIC_LSQ,Q2
100092,1.0578368658440829,0.1375630383382775,0.1556511977750867,-0.01808815943680922,0.01808815943680922,DETERMINISTIC_LSQ,Q3
100093,1.2810924224659306,0.0914507745247358,0.140666441099701,-0.049215666574965206,0.049215666574965206,DETERMINISTIC_LSQ,Q4_highest_initial_error
100094,1.8421390623436664,0.3572094806829844,0.33543011642787,0.021779364255114397,-0.021779364255114397,STRUCTURED20,Q4_highest_initial_error
100095,0.8399536427469279,0.2272665817953152,0.2077170302258415,0.01954955156947369,-0.01954955156947369,STRUCTURED20,Q2
100096,0.410928972208178,0.4076815796220194,0.3609889153877583,0.046692664234261105,-0.046692664234261105,STRUCTURED20,Q1_lowest_initial_error
100097,0.8019690877788963,0.1282982847040726,0.095844595642743,0.03245368906132959,-0.03245368906132959,STRUCTURED20,Q2
100098,0.6621491713628744,0.2659194920951472,0.25902267660539,0.00689681548975718,-0.00689681548975718,STRUCTURED20,Q2
100099,0.7195678553850446,0.2152336966379831,0.1761123059421857,0.039121390695797426,-0.039121390695797426,STRUCTURED20,Q2
100100,1.6031092858371832,0.3038803073212648,0.348652074006117,-0.044771766684852166,0.044771766684852166,DETERMINISTIC_LSQ,Q4_highest_initial_error
100101,1.1627921963652657,0.2141121273547452,0.1977798667494394,0.016332260605305793,-0.016332260605305793,STRUCTURED20,Q3
100102,1.5310647548167824,0.1449483139221895,0.1467788743820003,-0.0018305604598108094,0.0018305604598108094,DETERMINISTIC_LSQ,Q4_highest_initial_error
100103,1.1203688046929727,0.1555724341400804,0.1387249828978121,0.016847451242268302,-0.016847451242268302,STRUCTURED20,Q3
100104,1.6476694982840976,0.1664338461769562,0.155798262002214,0.010635584174742196,-0.010635584174742196,STRUCTURED20,Q4_highest_initial_error
100105,0.8984358692273244,0.1026884875090622,0.0952555663903619,0.007432921118700309,-0.007432921118700309,STRUCTURED20,Q3
100106,1.419532882269224,0.1938790793793828,0.2221199764094968,-0.02824089703011398,0.02824089703011398,DETERMINISTIC_LSQ,Q4_highest_initial_error
100107,0.6906919224689411,0.2160033850593376,0.2037233243029169,0.012280060756420713,-0.012280060756420713,STRUCTURED20,Q2
100108,1.2770236148046386,0.1663388642814175,0.1315387096443376,0.034800154637079916,-0.034800154637079916,STRUCTURED20,Q4_highest_initial_error
100109,1.1295645223749755,0.0961737321169701,0.0941649699633304,0.0020087621536396955,-0.0020087621536396955,STRUCTURED20,Q3
100110,1.0872295944050576,0.147443752530487,0.1531538188787038,-0.005710066348216802,0.005710066348216802,DETERMINISTIC_LSQ,Q3
100111,0.8051188398483232,0.0851624873310406,0.09670596939754,-0.011543482066499397,0.011543482066499397,DETERMINISTIC_LSQ,Q2
100112,1.3404817778590783,0.219280948071608,0.425472691174819,-0.206191743103211,0.206191743103211,DETERMINISTIC_LSQ,Q4_highest_initial_error
100113,1.0369772755552704,0.2565199095278245,0.2450435675601923,0.011476341967632198,-0.011476341967632198,STRUCTURED20,Q3
100114,0.8930114675261689,0.11397716612599,0.1401946073949336,-0.02621744126894361,0.02621744126894361,DETERMINISTIC_LSQ,Q3
100115,0.982470660889458,0.2264976513324282,0.3098341467173133,-0.0833364953848851,0.0833364953848851,DETERMINISTIC_LSQ,Q3
100116,1.4566589561641643,0.1623807112564569,0.2177004982485657,-0.055319786992108794,0.055319786992108794,DETERMINISTIC_LSQ,Q4_highest_initial_error
100117,0.8027507462202839,0.0427277017915782,0.2988121453502524,-0.2560844435586742,0.2560844435586742,DETERMINISTIC_LSQ,Q2
100118,1.2940007423933788,0.3470151241961878,0.2687578181150275,0.07825730608116027,-0.07825730608116027,STRUCTURED20,Q4_highest_initial_error
100119,0.8324908981478896,0.3203446785202263,0.2473306907800121,0.0730139877402142,-0.0730139877402142,STRUCTURED20,Q2
100120,0.8412607887689496,0.202602157265907,0.3226360655475723,-0.1200339082816653,0.1200339082816653,DETERMINISTIC_LSQ,Q2
100121,1.2886385960348987,0.1435151670472715,0.1997602403373618,-0.05624507329009032,0.05624507329009032,DETERMINISTIC_LSQ,Q4_highest_initial_error
100122,0.5112260175096768,0.094669791455461,0.1525400008461294,-0.05787020939066839,0.05787020939066839,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100123,0.5674960783117713,0.0396714907710365,0.0713415827437861,-0.0316700919727496,0.0316700919727496,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100124,0.7960127274573586,0.1680695776467879,0.2374056634630618,-0.0693360858162739,0.0693360858162739,DETERMINISTIC_LSQ,Q2
100125,0.8869680744587896,0.0780044280325856,0.0695450158429669,0.008459412189618695,-0.008459412189618695,STRUCTURED20,Q3
100126,1.2187153002557711,0.3467478599093576,0.3237768520836813,0.022971007825676293,-0.022971007825676293,STRUCTURED20,Q4_highest_initial_error
100127,0.5972012866687277,0.1790203658092965,0.1585933613627764,0.020427004446520097,-0.020427004446520097,STRUCTURED20,Q2
100128,0.5707928595234129,0.1417617856126611,0.1405470196335941,0.0012147659790670007,-0.0012147659790670007,STRUCTURED20,Q2
100129,0.372089815971199,0.0541794092040308,0.0991510448645756,-0.0449716356605448,0.0449716356605448,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100130,0.8514901449036876,0.286011813068071,0.2702290453265594,0.015782767741511605,-0.015782767741511605,STRUCTURED20,Q2
100131,0.9482263436677724,0.2225902614789151,0.2920694739770956,-0.06947921249818048,0.06947921249818048,DETERMINISTIC_LSQ,Q3
100132,0.6069919732851337,0.1837610844702383,0.2464195025291155,-0.06265841805887717,0.06265841805887717,DETERMINISTIC_LSQ,Q2
100133,1.2050616987091616,0.0555197810763915,0.1283181484478044,-0.0727983673714129,0.0727983673714129,DETERMINISTIC_LSQ,Q4_highest_initial_error
100134,0.7764741947362332,0.248644590936689,0.2995219053437177,-0.050877314407028695,0.050877314407028695,DETERMINISTIC_LSQ,Q2
100135,0.6943054798431341,0.182841638927945,0.1779657282406019,0.00487591068734311,-0.00487591068734311,STRUCTURED20,Q2
100136,0.8351646882013402,0.1041387037646056,0.1700226743072366,-0.06588397054263101,0.06588397054263101,DETERMINISTIC_LSQ,Q2
100137,1.1004225924147322,0.3058231023515898,0.3301262699523323,-0.02430316760074247,0.02430316760074247,DETERMINISTIC_LSQ,Q3
100138,0.8741805013354166,0.3836728523652546,0.3155537079700951,0.06811914439515954,-0.06811914439515954,STRUCTURED20,Q2
100139,0.7659878257062305,0.0552879033902804,0.0754893113080904,-0.020201407917810006,0.020201407917810006,DETERMINISTIC_LSQ,Q2
100140,1.1175007438672495,0.2380737035601803,0.2631683760394044,-0.025094672479224117,0.025094672479224117,DETERMINISTIC_LSQ,Q3
100141,0.4131828895523731,0.1232065775208146,0.140825757780131,-0.017619180259316414,0.017619180259316414,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100142,0.5335622701416683,0.3083094602047459,0.2655247118192918,0.0427847483854541,-0.0427847483854541,STRUCTURED20,Q1_lowest_initial_error
100143,0.3375870895429603,0.1779347043757604,0.1899316138877798,-0.0119969095120194,0.0119969095120194,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100144,1.1083371817207586,0.2397147846468297,0.3988781300954785,-0.15916334544864882,0.15916334544864882,DETERMINISTIC_LSQ,Q3
100145,0.4883104618456143,0.0597291700846894,0.1291532941677777,-0.06942412408308832,0.06942412408308832,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100146,0.5114505303368572,0.085868949381467,0.0981125673592146,-0.012243617977747603,0.012243617977747603,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100147,1.1144545937953814,0.1965619451549683,0.1412266258238794,0.0553353193310889,-0.0553353193310889,STRUCTURED20,Q3
100148,0.7527016443365491,0.3711621718089569,0.4255589979385498,-0.0543968261295929,0.0543968261295929,DETERMINISTIC_LSQ,Q2
100149,0.5635898859847355,0.2142543546588861,0.1612735715938127,0.052980783065073395,-0.052980783065073395,STRUCTURED20,Q1_lowest_initial_error
100150,0.2194678324263739,0.1315063338615483,0.1994956538370328,-0.06798931997548449,0.06798931997548449,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100151,0.9350243080437144,0.2837927451464745,0.2734787567544237,0.010313988392050832,-0.010313988392050832,STRUCTURED20,Q3
100152,0.4691966756121178,0.1296966386071978,0.1326175214557803,-0.0029208828485824956,0.0029208828485824956,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100153,0.5876870720501857,0.1992371821298776,0.2554452148210957,-0.05620803269121813,0.05620803269121813,DETERMINISTIC_LSQ,Q2
100154,0.7798546833065958,0.1835931818892079,0.1630806367043584,0.02051254518484949,-0.02051254518484949,STRUCTURED20,Q2
100155,0.7884609432944725,0.2020954677348036,0.1862122750987905,0.01588319263601312,-0.01588319263601312,STRUCTURED20,Q2
100156,1.0808635176523895,0.3041075449298451,0.270886143126712,0.0332214018031331,-0.0332214018031331,STRUCTURED20,Q3
100157,0.6488951337064135,0.2258918992339214,0.2227469300261423,0.003144969207779097,-0.003144969207779097,STRUCTURED20,Q2
100158,0.9139253406067528,0.2898592484106165,0.2326814325548074,0.05717781585580911,-0.05717781585580911,STRUCTURED20,Q3
100159,0.9905419569871232,0.1890463876430786,0.1817906236454898,0.007255763997588788,-0.007255763997588788,STRUCTURED20,Q3
100160,0.5686694278366579,0.0899215365822507,0.1596248872031667,-0.069703350620916,0.069703350620916,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100161,0.7084345707295596,0.0869821879935055,0.1430676101586689,-0.05608542216516339,0.05608542216516339,DETERMINISTIC_LSQ,Q2
100162,0.7661036857723343,0.1873520891042801,0.2371648259689308,-0.04981273686465068,0.04981273686465068,DETERMINISTIC_LSQ,Q2
100163,0.5342324206336321,0.213637202543666,0.211214908176444,0.0024222943672219943,-0.0024222943672219943,STRUCTURED20,Q1_lowest_initial_error
100164,1.1238717791737238,0.2199712650751668,0.2618314271927685,-0.041860162117601685,0.041860162117601685,DETERMINISTIC_LSQ,Q3
100165,0.4767921289529753,0.1059738234505258,0.1066410612690426,-0.0006672378185167971,0.0006672378185167971,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100166,0.7547504118653896,0.3265977783358419,0.2906127113633935,0.03598506697244841,-0.03598506697244841,STRUCTURED20,Q2
100167,0.5429554314320014,0.0848622234870911,0.1091167216518518,-0.02425449816476069,0.02425449816476069,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100168,0.8737686354142662,0.3314068564521516,0.2936702126976829,0.037736643754468724,-0.037736643754468724,STRUCTURED20,Q2
100169,0.2842104460117664,0.099678726840937,0.1353150923770868,-0.03563636553614981,0.03563636553614981,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100170,0.6389026529838394,0.1462868377231447,0.2380427570177743,-0.09175591929462959,0.09175591929462959,DETERMINISTIC_LSQ,Q2
100171,0.7863761667169628,0.1996439214036857,0.201621996679086,-0.0019780752754003095,0.0019780752754003095,DETERMINISTIC_LSQ,Q2
100172,0.973652614378646,0.3871870036116256,0.321503329060736,0.06568367455088964,-0.06568367455088964,STRUCTURED20,Q3
100173,1.3836574731343751,0.1895870523651616,0.2391915592228657,-0.049604506857704095,0.049604506857704095,DETERMINISTIC_LSQ,Q4_highest_initial_error
100174,1.5864419837244357,0.3391705137678513,0.321118017916819,0.018052495851032302,-0.018052495851032302,STRUCTURED20,Q4_highest_initial_error
100175,0.919696429115378,0.2015584020509072,0.1932504542018068,0.008307947849100383,-0.008307947849100383,STRUCTURED20,Q3
100176,1.0250562403566776,0.2636311910823439,0.37151914740922,-0.10788795632687609,0.10788795632687609,DETERMINISTIC_LSQ,Q3
100177,1.5371482874183788,0.2343417524445806,0.3116180493077786,-0.07727629686319798,0.07727629686319798,DETERMINISTIC_LSQ,Q4_highest_initial_error
100178,1.0758249602042829,0.2147290812344311,0.2177580536198644,-0.0030289723854332873,0.0030289723854332873,DETERMINISTIC_LSQ,Q3
100179,0.7990068194939065,0.236145207030586,0.2929932640892078,-0.05684805705862178,0.05684805705862178,DETERMINISTIC_LSQ,Q2
100180,0.6860934744630164,0.1554673153374624,0.2505679402177614,-0.09510062488029902,0.09510062488029902,DETERMINISTIC_LSQ,Q2
100181,1.182888697419891,0.2831129983116649,0.2398944688804929,0.04321852943117202,-0.04321852943117202,STRUCTURED20,Q3
100182,1.004814006336901,0.4074967491602597,0.649907226733873,-0.24241047757361334,0.24241047757361334,DETERMINISTIC_LSQ,Q3
100183,1.0793043513654823,0.2243851624292768,0.2699326482482501,-0.04554748581897328,0.04554748581897328,DETERMINISTIC_LSQ,Q3
100184,0.4784492376048468,0.3135895518701945,0.2916137336882739,0.02197581818192057,-0.02197581818192057,STRUCTURED20,Q1_lowest_initial_error
100185,0.895980171116887,0.3286435498753551,0.2718207950128383,0.05682275486251681,-0.05682275486251681,STRUCTURED20,Q3
100186,1.1051240114488865,0.2550087313555984,0.3008723255680079,-0.04586359421240954,0.04586359421240954,DETERMINISTIC_LSQ,Q3
100187,1.241048261167551,0.1541653905780578,0.2256235188198508,-0.07145812824179298,0.07145812824179298,DETERMINISTIC_LSQ,Q4_highest_initial_error
100188,0.6735058325081941,0.2928343706237131,0.3311634805089746,-0.0383291098852615,0.0383291098852615,DETERMINISTIC_LSQ,Q2
100189,0.9458160436006744,0.3232287521176803,0.2696442082623737,0.05358454385530664,-0.05358454385530664,STRUCTURED20,Q3
100190,0.8961408638323398,0.3423590886608806,0.3670346997995375,-0.024675611138656905,0.024675611138656905,DETERMINISTIC_LSQ,Q3
100191,0.5258927859035084,0.2634490532977167,0.2325100960013298,0.030938957296386876,-0.030938957296386876,STRUCTURED20,Q1_lowest_initial_error
100192,0.8428227425773827,0.1835788970340857,0.2111781356316434,-0.027599238597557696,0.027599238597557696,DETERMINISTIC_LSQ,Q2
100193,0.6390576294382613,0.1332075908778535,0.1601189441976873,-0.026911353319833797,0.026911353319833797,DETERMINISTIC_LSQ,Q2
100194,1.4633855172697898,0.2693176317045367,0.2776394232812272,-0.008321791576690496,0.008321791576690496,DETERMINISTIC_LSQ,Q4_highest_initial_error
100195,1.018698237419527,0.2535761322092428,0.3054567996353313,-0.05188066742608849,0.05188066742608849,DETERMINISTIC_LSQ,Q3
100196,1.2070772719611564,0.2106571097633287,0.2560084379022322,-0.045351328138903524,0.045351328138903524,DETERMINISTIC_LSQ,Q4_highest_initial_error
100197,0.4846989565917614,0.179908381436103,0.2084974063506465,-0.028589024914543515,0.028589024914543515,DETERMINISTIC_LSQ,Q1_lowest_initial_error
100198,1.6535482673656277,0.2520902903965432,0.2834356972667619,-0.031345406870218695,0.031345406870218695,DETERMINISTIC_LSQ,Q4_highest_initial_error
100199,1.0696225643287942,0.1209481303744008,0.1680358059556969,-0.04708767558129609,0.04708767558129609,DETERMINISTIC_LSQ,Q3
100200,1.342019986270916,0.3455198879412073,0.3242792027275042,0.021240685213703092,-0.021240685213703092,STRUCTURED20,Q4_highest_initial_error
